offer_id,title,shop_name,price_eur,brand,category_label,cluster_id,cluster_label
o02656,OPPO Find X9 12GB+512GB space black inkl. SuperVOOC Charger 80W + OPPO Enoc X3s Buds,e-tec,899.00,OPPO,Handys ohne Vertrag,c00777,Find X9 5G 12 GB RAM 512 GB Space Black
o02657,Samsung A366 Galaxy A36 5G Dual Sim 8GB RAM 256GB - Black DE,JACOB,338.26,Samsung,Handys ohne Vertrag,c00063,Galaxy A36 5G 8 GB RAM 256 GB Awesome Black
o02658,"Electric Scooter 6 Pro 400 W E-Scooter 10 Ah bis 70 km Reichweite 27,3 kg  (Grau)  mit deutscher Straßenzulassung",expert TechnoMarkt,572.00,Xiaomi,E-Scooter,c00168,Electric Scooter 6 Pro schwarz
o02659,"MOVA 600 Kit, Mähroboter, für bis zu m2",ebay.de,1099.00,Mova,Mähroboter,c00770,600 Mähroboter Kit inkl. 81 Ersatzklingen
o02660,"Motorola edge 60 16,9 cm (6.67"") Dual-SIM Android 15 5G USB Typ-C 12 GB 256 GB 5200 mAh Blau (PB7H0018PL)",JACOB,374.49,Motorola,Handys ohne Vertrag,c00706,Edge 60 12 GB RAM 256 GB PANTONE Gibraltar Sea
o02661,"Oral-B Vitality Pro Elektrische Zahnbürste — Electric Toothbrush, Inkl. 1 Aufsteckbürste — 3 Putzmodi für Zahnpflege, Zahnbürste Elektrisch, Designed by Braun, Lila",amazon.de,19.99,Oral-B,Elektrische Zahnbürsten,c00973,Vitality Pro D103 Protect X Clean Lilac Mist
o02662,"Apple MacBook Air 13"" M5 Mitternacht MDHF4D/A Apple M5 chip mit 10-core CPU and 10-core GPU, 16GB, 1TB SSD - Mitternacht, kein Netzteil | Laptop by NBB",notebooksbilliger,1449.00,Apple,Notebooks,c01052,"MacBook Air M5 2026 13,6'' 16 GB RAM 1 TB SSD 10-Core GPU Mitternacht"
o02663,"LG Smart Monitor 27U731SA-W, 27""",Heinzsoft,334.00,LG,Monitore,c00539,Smart Monitor 27U731SA-W  27''
o02664,"JBL PartyBox Ultimate Bluetooth Lautsprecher, Schwarz",Media Markt Online Shop,1149.00,JBL,Lautsprecher,c00158,PartyBox Ultimate
o02665,Lenovo Thinkpad P14s G5 21G20063GE,lapstars,1913.00,Lenovo,Notebooks,c00477,ThinkPad P14s G5 Intel Core Ultra 7 155H 32 GB RAM 1 TB SSD 21G20063GE
o02666,"Lenovo ThinkPad P16s Gen 4 (16"", 1000 GB, 96 GB, DE, AMD Ryzen AI 9 HX PRO 370), Notebook, Schwarz",Galaxus.de,3004.35,Lenovo,Notebooks,c00790,ThinkPad P16s G4 AMD Ryzen AI 9 HX PRO 370 96 GB RAM 1 TB SSD 21RX001LGE
o02667,MEDION P200 Akku-Stielstaubsauger mit 20 kPA Saugleistung weiß,computeruniverse.net,75.60,Medion,Staubsauger,c00849,P200 Akku-Stielstaubsauger weiß
o02668,Samsung S10 Ultra 5g 12gb/256gb 14.6 ́ ́ Tablet - Grey,Techinn DE,1059.99,Samsung,Tablet PCs,c00672,"Galaxy Tab S10 Ultra 14,6"" 256 GB Wi-Fi + 5G Moonstone Gray"
o02669,"Xiaomi Redmi 15C 4G 8GB+256GB Smartphone (17,52 cm, 50 MP Kamera) schwarz",OTTO,125.00,Xiaomi,Handys ohne Vertrag,c01102,Redmi 15C 4G 8 GB RAM 256 GB Midnight Black
o02670,"Lenovo ThinkPad E16 Gen 3 (Intel) – 16"", Intel Core Ultra 5 228V, 32 GB RAM, 512 GB SSD, Windows 11 Pro",Heinzsoft,1004.00,Lenovo,Notebooks,c01106,ThinkPad E16 G3 Intel Core Ultra 5 228V 32 GB RAM 512 GB SSD 22AY003WGE
o02671,Nintendo Switch Lite Konsole - Türkis,Joybuy,193.00,Nintendo,Konsolen,c00133,Switch Lite türkis
o02672,DJI Avata 2 Fly More Combo (Three Batteries),Fotoprofi,1019.00,DJI,Drohnen,c00679,Avata 2 Fly More Combo inkl. 3 Akkus
o02673,"Xiaomi 15T Pro 12GB+256GB 6,83'' MediaTek Dimensity 9400+ 5G Smartphone Global",ebay.de,579.00,Xiaomi,Handys ohne Vertrag,c00561,15T Pro 12 GB RAM 256 GB Black
o02674,Delonghi ECAM 380.95.TB Dinamica plus,Electronis.de,651.13,De'Longhi,Kaffeevollautomaten,c00432,Dinamica Plus ECAM 380.95 TB titan schwarz
o02675,edge 60 Pro 8GB + 256GB PANTONE Shadow Smartphone,Expert,369.00,Motorola,Handys ohne Vertrag,c00077,Edge 60 Pro 8 GB RAM 256 GB PANTONE Shadow
o02676,"LG OLED77G67LW OLED TV (Flat, 77 Zoll / 194,7 cm, 4K, SMART TV)",Saturn Online Shop,3699.00,LG,Fernseher,c00449,"OLED77G67LW 77"" 4K OLED evo AI Smart TV G6"
o02677,Philips Evnia 27M2N8500 26.5 Zoll WQHD QD-OLED 16:9 360 Hz Gaming Monitor,computeruniverse.net,501.66,Philips,Monitore,c00506,Evnia 8000 Series 27M2N8500 27''
o02678,"Motorola Razr 50 Ultra (512 GB, Midnight Blue, 6.90"", SIM + eSIM, 5G), Smartphone, Blau",Galaxus.de,569.00,Motorola,Handys ohne Vertrag,c00203,Razr 50 Ultra 512 GB Midnight Blue
o02679,Acer Nitro VG240YP6bip 23.8 Zoll Full HD IPS LED 16:9 144 Hz Gaming Monitor,computeruniverse.net,90.55,Acer,Monitore,c00297,"Nitro VG0 VG240YP6bip 24"" "
o02680,"Surface Laptop 7 for Business 13,8"" Touch platin Core U5 236V 16GB/256GB SSD Win11 Pro EP2-20934",computeruniverse.net,1650.04,Microsoft,Notebooks,c00748,"Surface Laptop 7 13,8"" Intel Core Ultra 5 236V 16 GB RAM 256 GB SSD Platin"
o02681,"Google Pixel 10a 256 GB Obsidian 5G Android Smartphone 6.3"" OLED 120 Hz 8 GB RAM",JACOB,534.17,Google,Handys ohne Vertrag,c00234,Pixel 10a 256 GB Obsidian
o02682,"Lenovo ThinkPad X9-15p Gen 1 – 15,3"", Intel Core Ultra X7 358H, 64 GB RAM #BY780",ebay.de,3061.90,Lenovo,Notebooks,c01049,ThinkPad X9-15p G1 Intel Core Ultra X7 358H 64 GB RAM 1 TB SSD 21VV004MGE
o02683,"Asus ProArt P16 AI R9 HX 370 32 2 5070 H7606WP-RJ090W Gaming-Notebook (40,6 cm/16 Zoll, AMD Ryzen 370, GeForce RTX 5070, 32 GB, 2000 GB SSD) schwarz",OTTO,3256.83,Asus,Notebooks,c00836,ProArt P16 AMD Ryzen AI 9 HX 370 32 GB RAM 2 TB SSD RTX 5070 Win11 Home
o02684,"Acer Nitro V 16S ANV16S-71-77SA Gaming 16"" WQXGA, IPS, 180Hz, Intel 7-240H, 16GB RAM, 1TB SSD, GeForce RTX5070, Windows 11 | Laptop by NBB",notebooksbilliger,1549.00,Acer,Notebooks,c00097,Nitro V 16S AI ANV16S-71-77SA Intel Core 7 240H 16 GB RAM 1 TB SSD RTX 5070
o02685,"Oral-B, Munddusche, Oral Health Center",Galaxus.de,159.14,Oral-B,Elektrische Zahnbürsten,c00791,iO Series 4 + Munddusche + Aufsteckbürsten 2 St.
o02686,Apple iPhone 17 Pro Max - Silber - 256GB |Neu|OVP Nur E-SIM möglich!Keine Karte,ebay.de,1219.99,Apple,Handys ohne Vertrag,c00346,iPhone 17 Pro Max 256 GB Silber
o02687,"GIGABYTE GeForce RTX 5060 Aero OC 8G, 8GB GDDR7",e-tec,371.65,Gigabyte,Grafikkarten,c01107,GeForce RTX 5060 AERO OC 8 GB GDDR/
o02688,"Samsung A376B/DS Galaxy A37 5G, Dual, 6/128GB, Awesome Graygreen",amazon.de,274.99,Samsung,Handys ohne Vertrag,c00380,Galaxy A37 5G 6 GB RAM 128 GB Awesome Graygreen
o02689,"Apple 11 Zoll iPad Air (M4,2026) Wi-Fi 128 GB - Violett",Joybuy,679.00,Apple,Tablet PCs,c01044,"iPad Air M4 2026 11"" 128 GB Wi-Fi Violett"
o02690,"HP OmniBook 5 16-ag1453ng (16"", 512 GB, 16 GB, DE, AMD Ryzen AI 5 330), Notebook, Silber",Galaxus.de,835.99,HP,Notebooks,c01108,OmniBook 5 16-ag1453ng AMD Ryzen AI 5 330 16 GB RAM 512 GB SSD
o02691,"ASUS ROG Strix XG27UCG Gen2 (XG27UCGR) Dual Mode Gaming Monitor (27 Zoll 3840x2160, Dual Mode (4K 162Hz / FHD 485Hz), 0,3ms(min.), Fast IPS, Extreme Low Motion Blur Sync, USB Typ-C, G-Sync kompatibel)",amazon.de,409.90,Asus,Monitore,c00537,"ROG Strix XG27UCGR 27"""
o02692,"Canon EOS R6 Mark III + RF 24-105mm F4 L IS USM, 32,5 MP, 6960 x 4640 Pixel, CMOS, Touchscreen, 609 g, Schwarz - Schwarz",Kaufland.de,4182.18,Canon,Systemkameras,c00265,EOS R6 Mark III + RF 24-105 mm F/4 L IS USM
o02693,"Sapphire Pure Radeon RX 9060 XT (16 GB, GDDR6), Grafikkarte, Weiss",Galaxus.de,398.90,Sapphire,Grafikkarten,c00627,Radeon RX 9060 XT Pure OC 16 GB GDDR6
o02694,Lenovo ThinkPad X9-15p Gen 1 Aura Edition 21VV004MGE,Notebookstore,2865.00,Lenovo,Notebooks,c01049,ThinkPad X9-15p G1 Intel Core Ultra X7 358H 64 GB RAM 1 TB SSD 21VV004MGE
o02695,"Apple MacBook Air - M4 - Apple M4 8-core - 16 GB RAM - 256 GB SSD - 34.46 cm (13.6"") - Silber",Kaufland.de,1100.62,Apple,Notebooks,c01109,MacBook Air M4 2025 13'' 16 GB RAM 256 GB SSD 8-Core GPU Silber
o02696,Content-Tonies: Lieblings-Kinderlieder - Herbst- und Laternenlieder,Thalia.de,16.99,Tonies,Kinder-Musikboxen,c00130,Lieblings-Kinderlieder - Herbst- und Laternenlieder
o02697,Lenovo ThinkPad E14 G7 14.0 Intel Core Ultra 5 225U 32GB RAM 512GB SSD Win11Pro - 21SX000UGE,Electronis.de,1115.20,Lenovo,Notebooks,c00697,ThinkPad E14 G7 Intel Core Ultra 5 225U 32 GB RAM 512 GB SSD 21SX000UGE
o02698,"Hisense 100U7DSE QLED-Fernseher (253 cm/100 Zoll, 4K Ultra HD, Smart-TV) grau|schwarz",OTTO,2399.00,Hisense,Fernseher,c00011,"100U7DSE 100"" ULED MiniLED 4K Smart TV"
o02699,Apple Watch SE 3 44mm 5G Dunkelblau (Dunkelblaues Gummi Armband S/M),Gomibo.de,338.95,Apple,Smartwatches,c00549,Watch SE 3 GPS + Cellular 44 mm Aluminiumgehäuse Mitternacht Sportarmband Mitternacht S/M
o02700,tonies® 11001037 Lieblings-Kinderlieder Herbst- und Laternenlieder,IdeeundSpiel,16.99,Tonies,Kinder-Musikboxen,c00130,Lieblings-Kinderlieder - Herbst- und Laternenlieder
o02701,"Insta360 X3 Standard Bundle (30p, Bluetooth, WLAN), Action Cam, Schwarz",Galaxus.de,272.35,INSTA360,Action Cams,c00531,X3
o02702,Cube Nuride Hybrid Pro 800 Grau Modell 2026 - 46 CM,Fahrrad-XXL,2849.99,Cube,E-Bikes,c01059,Nuride Hybrid Pro 800 2026 28 Zoll RH 46 cm flashstone 'n' chrome
o02703,"G.Skill Ripjaws S5 (2 x 32GB, 6000 MHz, DDR5-RAM, DIMM), RAM, Schwarz",Galaxus.de,1282.11,G.SKILL,Arbeitsspeicher,c01110,Ripjaws S5 DDR5-6000 64GB Kit (2x32GB) CL32 Schwarz F5-6000J3238G32GX2-RS5K
o02704,"Anycubic Kobra 3 V2, Fused Deposition Modeling (FDM), WLAN, USB Anschluss - Schwarz",Kaufland.de,296.24,Anycubic,3D-Drucker,c00831,Kobra 3 V2
o02705,"GeForce RTX 5060 Ti AMP 16GB, Grafikkarte - DLSS 4, 3x DisplayPort, 1x HDMI 2.1",Alternate,601.00,Zotac,Grafikkarten,c01068,GeForce RTX 5060 Ti AMP 16 GB GDDR7
o02706,"Lenovo Yoga Slim 7i Aura Edition 14ILL10 14"" WUXGA OLED Core Ultra 5 226V 16GB/512GB SSD Win11 Evo",Cyberport,899.00,Lenovo,Notebooks,c01111,Yoga Slim 7 14ILL10 Intel Core Ultra 5 226V 16 GB RAM 512 GB SSD Seashell
o02707,"Gaming-Notebook LOQ 15IRX10, Luna Grey, 15,6 Zoll, Full-HD, Intel Core i5 13450HX, 16GB, 1TB SSD, RTX 5060",Expert,1299.00,Lenovo,Notebooks,c00606,LOQ 15 Intel Core i5-13450HX 16 GB RAM 1 TB SSD RTX 5060
o02708,JURA E8 Midnight Silver (ED) (15712),Best-In-Espresso,1079.00,Jura,Kaffeevollautomaten,c00353,E8 Midnight Silver (ED)
o02709,tonies L-K - Weihnachtslieder,Marktkauf.de,21.99,Tonies,Kinder-Musikboxen,c01035,Lieblings-Kinderlieder Weihnachtslieder
o02710,"Acer Nitro V 16S ANV16S-71-77SA Intel Core 7 240H Laptop 40,6 cm (16"") WQXGA 16 GB DDR5-SDRAM 1 TB SSD NVIDIA GeForce RTX 5070 Wi-Fi 6 (802.11ax) Windows 11 Home Deutsch Schwarz",JB-Computer,2103.10,Acer,Notebooks,c00097,Nitro V 16S AI ANV16S-71-77SA Intel Core 7 240H 16 GB RAM 1 TB SSD RTX 5070
o02711,"Lenovo ThinkPad T14 Gen 6 - 14"", AMD Ryzen AI 7 PRO 350, 64 GB RAM, 1 TB SSD, Windows 11 Pro",Heinzsoft,2448.01,Lenovo,Notebooks,c01081,ThinkPad T14 G6 AMD Ryzen AI 7 PRO 350 64 GB RAM 1 TB SSD 21QJ00DRGE
o02712,"Apple iPhone 17 Pro 1 TB: 6,3"" Display mit ProMotion bis zu 120 Hz, A19 Pro Chip, bahnbrechende Batterielaufzeit, Pro Fusion Kamera-System mit Center Stage Frontkamera; Tiefblau",amazon.de,1739.00,Apple,Handys ohne Vertrag,c00276,iPhone 17 Pro 1 TB Tiefblau
o02713,"Lenovo ThinkPad E16 Gen 2 - 16"", AMD Ryzen 5 7535HS, 32 GB RAM, 1 TB SSD, Windows 11 Pro",Heinzsoft,1259.00,Lenovo,Notebooks,c00356,ThinkPad E16 G2 AMD Ryzen 5 7535HS 32 GB RAM 1 TB SSD 21M5002VGE
o02714,"Garmin Venu 4 Smartwatch (3,04 cm/1,2 Zoll, Garmin) blau|grau|silberfarben",OTTO,429.00,Garmin,Smartwatches,c00003,Venu  4 41 mm Grau/Silber Silikon Armband Lavendelblau
o02715,"Cube Kathmandu Hybrid One 800 Wh E-Bike Diamant 28"" metallicgrey ́n ́grey - 50 cm",Biketech24,3199.00,Cube,E-Bikes,c00758,Kathmandu Hybrid ONE 800 28 Zoll RH 50 cm Diamant metallicgrey ́n ́grey
o02716,Garmin 010-02907-21 fenix 8 Smartwatch Solar Sapphire Graphit/Gelb 51 mm,uhrcenter,839.00,Garmin,Smartwatches,c00081,fenix 8 Solar 51 mm Graphit/Titanium Titan Silikon-Armband 26 mm
o02717,"JBL Xtreme 4 Bluetooth Lautsprecher, Camouflage, Wasserfest",Saturn Online Shop,294.99,JBL,Lautsprecher,c00624,Xtreme 4 camouflage
o02718,"DJI Mavic 4 Pro Fly More Combo, Drohne mit DJI RC 2, Flaggschiff Triple Kamera Drohne mit 100 MP 4/3-CMOS-Hasselblad-Kamera, 30 km Videoübertragung, 51 Min. max. Flugzeit, Ladestation und mehr",amazon.de,2399.00,DJI,Drohnen,c00801,Mavic 4 Pro Fly More Combo (DJI RC 2)
o02719,Series 5 52-B1650S Nass&Trocken Rasierer Lithium-Ion (Li-Ion) 50 min,expert TechnoMarkt,103.99,Braun,Elektrische Rasierer,c00369,Series 5 52-B1650s
o02720,"Surface Laptop 5G for Business Copilot+PC 13"" Platinum Core Ultra 7 268V 32GB/512GB UFS Win11 Pro EP2-36418",computeruniverse.net,2574.00,Microsoft,Notebooks,c00236,"Surface Laptop 7 13,8"" Intel Core Ultra 7 266V 32 GB RAM 512 GB SSD 5G Platin"
o02721,Cube Kathmandu Hybrid ONE 800 - 28 Zoll 800Wh 10K Diamant - pea ́n ́green - 58 cm,fahrradlagerverkauf.com,3199.00,Cube,E-Bikes,c00867,Kathmandu Hybrid ONE 800 28 Zoll RH 58 cm Diamant pea´n´green
o02722,"ASUS ExpertBook P1 (Misty Grey, 15,6"" Full-HD, Intel® CoreTM 5 210H, 16 GB RAM, 1 TB SSD) mit Windows 11 Pro - Grau",Kaufland.de,789.00,Asus,Notebooks,c00954,"ExpertBook P1 15,6"" Intel Core 5 210H 16 GB RAM 1 TB SSD Win11 Pro"
o02723,"Xiaomi Redmi Pad 2 Pro 8GB 256GB 12.1"" 2.5K 12000mAh 33W Android 15 Gris Grafito - Grau",Kaufland.de,252.00,Xiaomi,Tablet PCs,c00034,Redmi Pad 2 Pro 8 GB RAM 256 GB Graphite Gray
o02724,"Lenovo ThinkPad T14 Gen 6 21QJ - 180°-Scharnierdesign - AMD Ryzen AI 7 PRO 350/2 GHz - Win 11 Pro - Radeon 860M - 64 GB RAM - 1 TB SSD TCG Opal Encryption 2, NVMe, Performance - 35.6 cm (14"")",Amazon Marketplace PC Notebook,2821.47,Lenovo,Notebooks,c01081,ThinkPad T14 G6 AMD Ryzen AI 7 PRO 350 64 GB RAM 1 TB SSD 21QJ00DRGE
o02725,"Lenovo ThinkPad T14s G6 14"" 21R1003VGE",Amazon Marketplace CE,2276.31,Lenovo,Notebooks,c01112,ThinkPad T14s G6 Intel Core Ultra 7 255U 32 GB RAM 1 TB SSD 21R1003VGE
o02726,tonies® 10003270 Bluetooth-Kopfhörer - Himmelblau,IdeeundSpiel,37.95,Tonies,Kopfhörer,c00648,Bluetooth-Kopfhörer Hellblau
o02727,"Lenovo ThinkPad E14 Gen 7 (14"", 1000 GB, 32 GB, DE, AMD Ryzen 5 220), Notebook, Schwarz",Galaxus.de,1222.40,Lenovo,Notebooks,c00763,ThinkPad E14 G7 AMD Ryzen 5 220 32 GB RAM 1 TB SSD 21T00057GE
o02728,"Ninja Foodi MAX Dual Zone Fritteuse 9,5L 2470W Weiß",ebay.de,294.45,Ninja,Fritteusen,c01113,"Foodi MAX Dual Zone AF400EUWH 9,5 l"
o02729,DeLonghi ECAM380.95.TB 0132215486 Kaffeevollautomat Titan-Schwarz,voelkner,722.05,De'Longhi,Kaffeevollautomaten,c00432,Dinamica Plus ECAM 380.95 TB titan schwarz
o02730,"Canon Canon PIXMA TS3751i Multifunktionsdrucker. Multifunktionsdrucker, (Wi-Fi, Drucken, scannen, kopieren in einem Gerät) blau",OTTO,106.90,Canon,Multifunktionsdrucker,c00464,PIXMA TS3751i 
o02731,"ZOTAC GAMING GeForce RTX 5070 SOLID 12GB GDDR7 Grafikkarte 3x DP, 1x HDMI",Cyberport,660.45,Zotac,Grafikkarten,c00418,GeForce RTX 5070 Solid 12 GB GDDR7
o02732,"Acer Nitro V15 ANV15-52-50S2 15.6"" FHD Core i5-13420H RTX 5050 16GB/1TB Win11",computeruniverse.net,1199.00,Acer,Notebooks,c00924,Nitro V 15 Intel Core i5-13420H 16 GB RAM 1 TB SSD RTX 5050 Win11 Home
o02733,Samsung 990 PRO 2 TB M.2 PCI Express 4.0 NVMe V-NAND MLC,Kaufland.de,339.00,Samsung,SSD Festplatten,c01114,990 PRO 2 TB M.2 MZ-V9P2T0BW
o02734,Saugroboter nass/trocken 113 min Akku 30000 Pascal Leistung  L50s Pro Ultra (Weiß),Boomstore,658.00,DREAME,Saugroboter,c00326,L50s Pro Ultra Weiß
o02735,iPhone Air 1TB Himmelblau,Amazon Marketplace CE,1299.00,Apple,Handys ohne Vertrag,c00246,iPhone Air 1 TB Himmelblau
o02736,"Lenovo ThinkPad T14 G7 22AL0035GE 14"" WUXGA Ryzen 5 Pro 215 16GB/512GB SSD Win11 Pro",Cyberport,1608.62,Lenovo,Notebooks,c00818,ThinkPad T14 G7 AMD Ryzen 5 Pro 215 16 GB RAM 512 GB DE Win11 Pro 22AL0035GE
o02737,Garmin Fenix 8 - 51 mm AMOLED Schwarz/ Schiefergrau,computeruniverse.net,759.00,Garmin,Smartwatches,c00370,fenix 8 AMOLED 51 mm schwarz / schiefergrau mit QuickFit Silikon-Armband 26 mm
o02738,Apple Watch SE 3 GPS 40mm Midnight Aluminium Case with Midnight Sport Band - S/M,Cyberport,246.75,Apple,Smartwatches,c00820,Watch SE 3 GPS 40 mm Aluminiumgehäuse Mitternacht Sportarmband Mitternacht S/M
o02739,DeLonghi ECAM 450.86.T Eletta Explore Cold Brew,TECHNIKdirekt,952.86,De'Longhi,Kaffeevollautomaten,c01115,Eletta Explore Cold Brew ECAM450.86.T titan
o02740,Corsair Vengeance 48GB UDIMM Kit 2x24GB DDR5-5600 CL40-40-40-77 - CMK48GX5M2B5600C40 schwarz,Electronis.de,706.40,Corsair,Arbeitsspeicher,c01055,Vengeance DDR5-5600 48GB Kit (2x24GB) DIMM CL40 Schwarz CMK48GX5M2B5600C40
o02741,Motorola Edge 60 Pro 512GB Grau 5G,coolblue,481.90,Motorola,Handys ohne Vertrag,c01116,Edge 60 Pro 12 GB RAM 512 GB PANTONE Shadow
o02742,"Smeg Espressomaschine ECF03BLEU, Thermoblock, Cold Brew, Dampfdüse, 1.4L Tank - Schwarz",Kaufland.de,440.69,Smeg,Espressomaschinen,c00405,Siebträgermaschine ECF03BLEU Schwarz
o02743,"Crucial P310 SSD 2TB, M.2 2280 / M-Key / PCIe 4.0 x4",Easynotebooks,245.90,Crucial,SSD Festplatten,c00643,P310 2TB M.2 2280 PCIe Gen4 NVMe SSD
o02744,Apple iPad Air 11 (2024) 512 GB | Wi-Fi | Polarstern,ebay.de,599.00,Apple,Tablet PCs,c01024,"iPad Air 11"" (6. Generation 2024) 512 GB Wi-Fi polarstern"
o02745,Oral-B Pulsonic Slim Clean 2000 Grey - Grau,Kaufland.de,73.38,Oral-B,Elektrische Zahnbürsten,c00964,Pulsonic Slim Clean 2000 silber
o02746,"G.SKILL Ripjaws S5 weiß DIMM Kit 32GB, DDR5-6000, CL30-40-40-96, on-die ECC",e-tec,498.40,G.SKILL,Arbeitsspeicher,c00682,Ripjaws S5 DDR5-6000 32GB Kit (2x16GB) CL30 Weiß F5-6000J3040F16GX2-RS5W
o02747,Insta360 X3 360 Action-kamera - Black - One Size,bikeinn.com DE,341.49,INSTA360,Action Cams,c00531,X3
o02748,Tonies - Toniebox 2 Himmelblau Starter Set Kreativ-Tonie Rot,Thalia.de,114.99,Tonies,Kinder-Musikboxen,c00029,Toniebox 2 Starter-Set Himmelblau mit Kreativ-Tonie
o02749,Apple iPhone 16 Pro Max Titan Wüstensand 512GB MYX23ZD/A NEU & inkl. 19% MwSt,ebay.de,1350.00,Apple,Handys ohne Vertrag,c01117,iPhone 16 Pro Max 512 GB Titan Wüstensand
o02750,"Samsung Galaxy S26+ (512 GB, Black, 6.70"", SIM + eSIM, 5G), Smartphone, Schwarz",Galaxus.de,832.99,Samsung,Handys ohne Vertrag,c00026,Galaxy S26+ 512 GB Black
o02751,Delonghi ECAM 450.86.T Eletta Explore Cold Brew,Electronis.de,838.99,De'Longhi,Kaffeevollautomaten,c01115,Eletta Explore Cold Brew ECAM450.86.T titan
o02752,"Oral-B Elektrische-Zahnbürste iO Series 10 Ultimate Eclipse, Gold, 7 Putzmodi, mit iOsense Ladestation und Lade-Reiseetui",bueromarkt-ag.de,276.29,Oral-B,Elektrische Zahnbürsten,c00977,iO Series 10 Special Edition Eclipse Gold + Reiseetui
o02753,Zündapp X850 Trekking E Bike schwarz - Schwarz,Kaufland.de,1517.90,Zündapp,E-Bikes,c00099,"X850 27,5 Zoll RH 53 cm Diamant schwarz"
o02754,"Lenovo ThinkPad P16 Gen 3 (16"", 1000 GB, 96 GB, DE, Intel Core Ultra 9 275HX), Notebook, Schwarz",Galaxus.de,5706.90,Lenovo,Notebooks,c00595,ThinkPad P16 G3 Intel Core Ultra 9 275HX 96 GB RAM 1 TB SSD RTX PRO 4000 21RQ003VGE
o02755,"Xiaomi 15T Pro (256 GB, Grey, 6.83"", Dual SIM, 5G), Smartphone, Grau",Galaxus.de,639.00,Xiaomi,Handys ohne Vertrag,c01118,15T Pro 12 GB RAM 256 GB Gray
o02756,"SAMSUNG Odyssey S49FG916EUXEN, VA Panel 49 Zoll WQHD Gaming Monitor 1 ms Reaktionszeit 144 Hz",Media Markt Online Shop,719.99,Samsung,Monitore,c00430,Odyssey G9 G91F LS49FG916EUXEN 49''
o02757,"Samsung S90F QE48S90FAEXXH Fernseher 121,9 cm (48"") 4K Ultra HD Smart-TV WLAN Schwarz",JB-Computer,809.00,Samsung,Fernseher,c00767,"QE48S90F 48"" OLED 4K Vision AI Smart TV S90F (EU-Modell)"
o02758,XIAOMI REDMI Note 15 128 GB Black Dual SIM,Media Markt Online Shop,169.99,Xiaomi,Handys ohne Vertrag,c00532,Redmi Note 15 4G 6 GB RAM 128 GB Black
o02759,DeLonghi EC890.GR Dedica Duo grün,Cyberport,208.24,De'Longhi,Espressomaschinen,c00219,Dedica Duo EC890.GR Grün
o02760,"Google Pixel 10 (256 GB, Frost, 6.30"", Dual SIM, 5G), Smartphone, Blau",Galaxus.de,956.00,Google,Handys ohne Vertrag,c00584,Pixel 10 256 GB Frost
o02761,Apple Watch Band - Sportarmband - 46 mm - Nebelviolett - M/L,Amazon Marketplace CE,26.18,Apple,Smartwatch Zubehör,c00625,Watch Sportarmband 46 mm Nebelviolett M/L
o02762,"ASUS V16 (16"", 8000 GB, 96 GB, DE, Intel Core 7 240H), Notebook, Schwarz",Galaxus.de,3369.00,Asus,Notebooks,c01090,"V16 V3607 16"" Intel Core 7 240H 96 GB RAM 8 TB SSD RTX 5050"
o02763,Apple iPhone SE 2022 128GB Schwarz,Gomibo.de,501.00,Apple,Handys ohne Vertrag,c01119,iPhone SE 2022 128 GB Mitternacht
o02764,"Xiaomi 15 512GB Weiß 16,15cm (6,36"") AMOLED Display, Android 15, 50MP Triple-Kamera",notebooksbilliger,619.99,Xiaomi,Handys ohne Vertrag,c00519,15 5G 512 GB White
o02765,"DJI Mic Mini 2 (1 TX + 1 Mobile RX + Charging Case), Mikrofon",Galaxus.de,59.00,DJI,Mikrofone,c01058,Mic Mini 2 1 Sender + 1 Mobiler Empfänger + Ladeschale
o02766,PlayStation 5 Digital Edition (Modellgruppe - Slim),Expert,524.99,Sony,Konsolen,c00776,PlayStation 5 Slim Digital Edition
o02767,"Lenovo ThinkPad P16v Gen 2 (Intel) – 16"", Intel Core Ultra 7 165H, 32 GB RAM, 512 GB SSD, RTX 1000, Windows 11 Pro",Heinzsoft,2041.82,Lenovo,Notebooks,c01075,ThinkPad P16v G2 Intel Core Ultra 7 165H 32 GB RAM 512 GB SSD RTX 1000 Ada Win11 Pro 21KX004XGE
o02768,"Samsung Galaxy A56 EE (256 GB, Awesome Graphite, 6.70"", Dual SIM, 5G), Smartphone, Grau",Galaxus.de,373.98,Samsung,Handys ohne Vertrag,c00314,Galaxy A56 5G 8 GB RAM 256 GB Enterprise Edition Awesome Graphite
o02769,Cube Kathmandu Hybrid SLX 800 - 28 Zoll 800Wh 12K Trapez - silverdust ́n ́chrome - 54 cm,ebike-24,4499.00,Cube,E-Bikes,c00714,Kathmandu Hybrid SLX 800 28 Zoll RH 54 cm Trapez silverdust´n´chrome
o02770,"Lenovo IdeaPad 5 2-in-1 16AKP10 - 16"" WUXGA Touch - AMD Ryzen AI 7 350",ebay.de,1144.17,Lenovo,Notebooks,c00223,"IdeaPad 5 2-in-1 16"" AMD Ryzen AI 7 350 16 GB RAM 1 TB SSD"
o02771,"ORAL-B iO Series 2 Elektrische Zahnbürste Forest Green, Reinigungstechnologie: Mikrovibrationen",Saturn Online Shop,54.99,Oral-B,Elektrische Zahnbürsten,c01066,iO Series 2 Forest Green
