offer_id,title,shop_name,price_eur,brand,category_label,image_url,cluster_id,cluster_label
o00834,"Acer Aspire 17 A17-51M - Intel Core i9 13900H / 2.6 GHz - Win 11 Home - Intel Iris Xe Grafik - 32 GB RAM - 1.024 TB SSD NVMe - 43.9 cm (17.3"") - Grau",Kaufland.de,1210.91,Acer,Notebooks,https://cdn.billiger.com/dynimg/8PnrwrlyX0hof0p75-xL_RNfM-F-rSZz6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwElEqoTDX8A55Bqam9UFLwm-eHlmPxrKdf5b5H4wdawR/Acer-Aspire-17-A17-51M-91QH-Intel-Core-i9-13900H-32-GB-RAM-1-TB-SSD-Win11-Home.webp?h=630&w=1200,c00045,Aspire 17 A17-51M-91QH Intel Core i9-13900H 32 GB RAM 1 TB SSD Win11 Home
o00835,Xiaomi 17 12+512 Black (No Power Adapter Included),Amazon Marketplace CE,849.00,Xiaomi,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/wo-SrQHUoicof0p75-xL_TmhbXKvC4UJqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwIsmJnGG_nIWzwcaoOZwJwCdZmyTut5tfNZ53IKYZhbA/Xiaomi-17-512-GB-Black.webp?h=630&w=1200,c00498,17 512 GB Black
o00836,"Xiaomi Redmi Pad 2 Pro 256GB Graphite Gray 30,7cm 12,1"" LCD Display, Xiaomi HyperOS 2, 8MP Hauptkamera",notebooksbilliger,259.90,Xiaomi,Tablet PCs,https://cdn.billiger.com/dynimg/FWAapshT2E3of0p75-xL_Tv5lYxIzRP3KhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNt-w7mKNHHiTvOL9Z-1hzjy-XQad2BgyGsMSghIei2I/Xiaomi-Redmi-Pad-2-Pro-8-GB-RAM-256-GB-Graphite-Gray.webp?h=630&w=1200,c00601,Redmi Pad 2 Pro 8 GB RAM 256 GB Graphite Gray
o00837,"JURA Kaffeevollautomat ""Z10 Diamond Black (EB)"", weiß (diamond weiß (ea)), B:32cm H:36,3cm T:47cm, Kaffeevollautomaten, Kaffeevollautomat",baur.de,2199.00,Jura,Kaffeevollautomaten,https://cdn.billiger.com/dynimg/FOluamzDW57of0p75-xL_S52GxMVLbQOahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwC4lNwhkOH1qHxIOOsLveWTDxNk0nLNMURwZjqzXIvBz/Jura-Z10-diamond-white-EB.webp?h=630&w=1200,c00602,Z10 diamond white (EB)
o00838,"Apple MacBook Air (13""), 2025, Mitternacht, M4, 10-Core-CPU, #1907213",ebay.de,1089.99,Apple,Notebooks,https://cdn.billiger.com/dynimg/ZOW2eE27iArof0p75-xL_S9PrD-0vNKWqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLxMvQcSZV4ClapK3jiccmX87nL1C_SP2qUkxsaO5svN/Apple-MacBook-Air-M4-2025-13-16-GB-RAM-512-GB-SSD-10-Core-GPU-Mitternacht.webp?h=630&w=1200,c00603,MacBook Air M4 2025 13'' 16 GB RAM 512 GB SSD 10-Core GPU Mitternacht
o00839,"Bosch Küchenmaschine Serie 4, Edelstahl-Schüssel 3,9 L, Knethaken, Schlag- und Rührbesen Edelstahl spülmaschinenfest, Mixer 1,25 L, Durchlaufschnitzler, 3 Scheiben, 1000 W, Weiß, MUM58W20",amazon.de,207.00,Bosch,Küchenmaschinen,https://cdn.billiger.com/dynimg/BThI3x-FuQ0of0p75-xL_TKTAh1e_f9bahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwIjVZceu1IzLApjEneKG18cQnbQFwrRuBi6vDh_AP48T/Bosch-MUM5-MUM58W20-weiss.webp?h=630&w=1200,c00604,MUM5 MUM58W20 weiß
o00840,Cube Touring Hybrid Comfort SLX 800 - 28 Zoll 800Wh 5N Wave - chilli ́n ́chrome - 54 cm,ebike-24,3299.00,Cube,E-Bikes,https://cdn.billiger.com/dynimg/5-d_V_8dpdgof0p75-xL_SzQEHJfaVS16hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwJKMoZ86SDs6mzKv2jeQIB4Oy6-a4xbSNp8nuHKcSm_Y/Cube-Touring-Hybrid-Comfort-SLX-800-2026-28-Zoll-RH-54-cm-Wave-chilli-n-chrome.webp?h=630&w=1200,c00605,Touring Hybrid Comfort SLX 800 2026 28 Zoll RH 54 cm Wave chilli ́n ́chrome
o00841,Gaggia Classic Evo Pro E24 Weiß,RoastMarket,469.99,Gaggia,Espressomaschinen,https://cdn.billiger.com/dynimg/HGEdVEqWmbsof0p75-xL_QHWg4Oh3zhlqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwBb9WilM6yjB-SoNGksWB4Qddw6nH4IrzXz9xR-uBP7k/Gaggia-Classic-Evo-E24-Weiss-RI9481-13.webp?h=630&w=1200,c00215,Classic Evo E24 Weiß RI9481/13
o00842,"DIMM 64 GB DDR5-6000 (2x 32 GB) Dual-Kit, Arbeitsspeicher - grau, CMK64GX5M2B6000Z30, Vengeance, INTEL XMP, AMD EXPO",Alternate,1279.00,Corsair,Arbeitsspeicher,https://cdn.billiger.com/dynimg/DJU6cliHFeEof0p75-xL_Tc_-NuhUQT7qhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwOWJDKstaJGHqUPzo06MZkWmnmHwR5sqxjTtQb2Rq_6o/Corsair-Vengeance-DDR5-6000-64GB-Kit-2x32GB-CL30-Grau-CMK64GX5M2B6000Z30.webp?h=630&w=1200,c00597,Vengeance DDR5-6000 64GB Kit (2x32GB) CL30 Grau CMK64GX5M2B6000Z30
o00843,Lenovo Thinkpad P16v G2 Intel 21KX004XGE,lapstars,2044.00,Lenovo,Notebooks,https://cdn.billiger.com/dynimg/oCOdVziuGJ7of0p75-xL_RoVuqUTbzSpahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwPA5jhngERPKvMryzvPCxMqZXl_sQoHgdfyZF1eyuO66/Lenovo-ThinkPad-P16v-G2-Intel-Core-Ultra-7-165H-32-GB-RAM-512-GB-SSD-RTX-1000-Ada-Win11-Pro-21KX004XGE.webp?h=630&w=1200,c00606,ThinkPad P16v G2 Intel Core Ultra 7 165H 32 GB RAM 512 GB SSD RTX 1000 Ada Win11 Pro 21KX004XGE
o00844,Cube Kathmandu Hybrid EXC 800 - 28 Zoll 800Wh 12K ABS Diamant - cedar ́n ́chrome - 62 cm,ebike-24,3999.00,Cube,E-Bikes,https://cdn.billiger.com/dynimg/CbIryjKQNZ8of0p75-xL_QJVvPr-hfZo6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLEwYDdnBM3t3wiObf6xthBaO4aMth2YRah1Cn-mVbSt/Cube-Kathmandu-Hybrid-EXC-800-Diamant-RH-62-cm-cedar-n-chrome.webp?h=630&w=1200,c00351,Kathmandu Hybrid EXC 800 Diamant RH 62 cm cedar´n´chrome
o00845,Cube Kathmandu Hybrid Pro 800 - 28 Zoll 800Wh 12K Trapez - coal ́n ́black - 46 cm,ebike-24,3599.00,Cube,E-Bikes,https://cdn.billiger.com/dynimg/WT1pF7lxekvof0p75-xL_SEtzNC44XUBahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwPnz-eERntwIOeVt8VYLGORBqm8OLxM8B0v4-dfT5yZg/Cube-Kathmandu-Hybrid-Pro-800-RH-46-cm-Trapez-coal-n-black.webp?h=630&w=1200,c00607,Kathmandu Hybrid Pro 800 RH 46 cm Trapez coal´n´black
o00846,Apple Watch SE (2025) 5G 40 mm Mitternacht Sportarmband M/L,coolblue,287.90,Apple,Smartwatches,https://cdn.billiger.com/dynimg/WXJuJCg3CVQof0p75-xL_TSbmMaH1zCFahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwFgpK7M9FxGke9cD5WNF7is0MpwMML1rHe3S4EPK6anF/Apple-Watch-SE-3-GPS-Cellular-40-mm-Aluminiumgehaeuse-Mitternacht-Sportarmband-Mitternacht-M-L.webp?h=630&w=1200,c00553,Watch SE 3 GPS + Cellular 40 mm Aluminiumgehäuse Mitternacht Sportarmband Mitternacht M/L
o00847,Google Pixel Watch 4 - 41 mm - Aluminium silber - Silber/Beige,Kaufland.de,368.46,Google,Smartwatches,https://cdn.billiger.com/dynimg/oMHaxaSvNWNof0p75-xL_SuyoT4hEygPahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwFk5q2EK22ZW8PIdG2FrKMIUdHPuWqbGP37akB8vAhdH/Google-Pixel-Watch-4-41-mm-Aluminiumgehaeuse-Polished-Silver-Sportarmband-Porcelain.webp?h=630&w=1200,c00496,Pixel Watch 4 41 mm Aluminiumgehäuse Polished Silver/Sportarmband Porcelain
o00848,"Samsung TQ83S95FAE, 2,11 m (83""), 3840 x 2160 Pixel, OLED, Smart-TV, WLAN, Schwarz - Schwarz",Kaufland.de,3652.64,Samsung,Fernseher,https://cdn.billiger.com/dynimg/xxy4XLipbvmof0p75-xL_QCPpTVeAb1YahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwC7kVF6z_6WcfEKLef2LCAk4pVKDSQA7XuEHfBkt2xQy/Samsung-TQ83S95F-83-OLED-4K-Vision-AI-Smart-TV-S95F-EU-Modell.webp?h=630&w=1200,c00608,"TQ83S95F 83"" OLED 4K Vision AI Smart TV S95F (EU-Modell)"
o00849,Samsung Galaxy Watch7 L310 44mm Bt Smartwatch - Green - One Size,bikeinn.com DE,168.49,Samsung,Smartwatches,https://cdn.billiger.com/dynimg/4CGQdY9SJQwof0p75-xL_SOCvMKMJe9qqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwE7m_GHBDjms-paF0xmIawd96S1kYDXci2eyJBc2wGoA/Samsung-Galaxy-Watch7-44-mm-Bluetooth-Green-Sport-Band-Green-M-L.webp?h=630&w=1200,c00464,Galaxy Watch7 44 mm Bluetooth Green Sport Band Green M/L
o00850,"SAMSUNG Galaxy Book5 360 15"" AMOLED Ultra 7 258V 16GB/512GB SSD Win11 Pro Copilot+PC",Cyberport,1695.43,Samsung,Notebooks,https://cdn.billiger.com/dynimg/6HedRxaW280of0p75-xL_RH7Y_AqzP8uahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwPQ6fHUd9FnfdCHHroX6Ub3I7o1hboUABrwAnQo6LTDb/Samsung-Galaxy-Book5-360-Intel-Core-Ultra-7-256V-16-GB-RAM-512-GB-SSD-Win11-Pro.webp?h=630&w=1200,c00609,Galaxy Book5 360 Intel Core Ultra 7 256V 16 GB RAM 512 GB SSD Win11 Pro
o00851,Tchibo - Fischer City E-Bike Cita 2403 Active - grün,tchibo,1299.99,Fischer,E-Bikes,https://cdn.billiger.com/dynimg/B3Y1sDPDD_lof0p75-xL_RYrwBmMnyAw6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKmALXYwmlE2neURsng-gQOaM4ab1yOuGc0KjuAmcZa3/Fischer-CITA-2403-28-Zoll-RH-43-cm-gruen.webp?h=630&w=1200,c00610,CITA 2403 28 Zoll RH 43 cm grün
o00852,LENOVO TP X13 G7 CU5-325 16GB 512GB SSD 13.3 WUXGA W11P 4G (21YH0059GE),JACOB,1877.55,Lenovo,Notebooks,https://cdn.billiger.com/dynimg/zwGc0M2T0o1of0p75-xL_TIAfRYJMBljahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHmCPIzgo6F1G74qulm9W9OTYr6ZBrcevZCpi6_T70PZ/Lenovo-ThinkPad-X13-G7-Intel-Core-Ultra-5-325-16-GB-RAM-512-GB-SSD-LTE-Win11-Pro-21YH0059GE.webp?h=630&w=1200,c00507,ThinkPad X13 G7 Intel Core Ultra 5 325 16 GB RAM 512 GB SSD LTE Win11 Pro 21YH0059GE
o00853,SPV2IKX10E Geschirrspüler vollintegrierbar 45 cm  HomeConnect  InfoLight,mybauer.de,358.20,Bosch,Geschirrspüler,https://cdn.billiger.com/dynimg/iyozZRmtQSDof0p75-xL_RLcYH9GGSuY6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwNqmTYjP78UKsxO_HqHFqma7ybud2ckcTXBLnskOJLj8/Bosch-Serie-2-SPV2IKX10E-Einbau-Geschirrspueler-vollintegrierbar-448-mm-breit.webp?h=630&w=1200,c00436,"Serie 2 SPV2IKX10E Einbau-Geschirrspüler (vollintegrierbar, 448 mm breit)"
o00854,"Lenovo ThinkPad P16s G4 16"" WUXGA IPS Core Ultra 7 255H 32GB/512GB RTX PRO 500 Win11 Pro 21QV006FGE",Cyberport,2449.26,Lenovo,Notebooks,https://cdn.billiger.com/dynimg/CyTVWYaqZvnof0p75-xL_Q2Z0TyaFGhV6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwIYDG6FiDcDbzE91qRQDm15Z7DciAJwsVmAxKgRf0aaf/Lenovo-ThinkPad-P16s-G4-Intel-Core-Ultra-7-255H-32-GB-RAM-512-GB-SSD-21QV006FGE.webp?h=630&w=1200,c00611,ThinkPad P16s G4 Intel Core Ultra 7 255H 32 GB RAM 512 GB SSD 21QV006FGE
o00855,"Galaxy Tab A11 EU 128GB, Tablet-PC - grau, Android",Alternate,184.90,Samsung,Tablet PCs,https://cdn.billiger.com/dynimg/6jawThQ7JsOof0p75-xL_Qy5Gc9-Q5TEqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLPFUvA_gkFOOJtMmr81kfvlvYG6KNGj_n3cBZw9Clg5/Samsung-Galaxy-Tab-A11-Wi-Fi-8-7-128-GB-Gray.webp?h=630&w=1200,c00348,"Galaxy Tab A11 Wi-Fi  8,7"" 128 GB Gray"
o00856,"OnePlus Pad Go 2 (nur WLAN, 12.10"", 128 GB, Shadow Black), Tablet, Schwarz",Galaxus.de,313.95,OnePlus,Tablet PCs,https://cdn.billiger.com/dynimg/CJ2EoyCPvcjof0p75-xL_RpH8MrOKc2_6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLMIvh4cFarrRATfKO6-k88IiiluDGNmltswISA_p528/OnePlus-Pad-Go-2-Wi-Fi-12-1-128-GB-Shadow-Black.webp?h=630&w=1200,c00612,"Pad Go 2 Wi-Fi 12,1"" 128 GB Shadow Black"
o00857,Samsung X130 Galaxy Tab A11 128GB/8GB RAM WiFi grau,Electronis.de,200.74,Samsung,Tablet PCs,https://cdn.billiger.com/dynimg/6jawThQ7JsOof0p75-xL_Qy5Gc9-Q5TEqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLPFUvA_gkFOOJtMmr81kfvlvYG6KNGj_n3cBZw9Clg5/Samsung-Galaxy-Tab-A11-Wi-Fi-8-7-128-GB-Gray.webp?h=630&w=1200,c00348,"Galaxy Tab A11 Wi-Fi  8,7"" 128 GB Gray"
o00858,Samsung L705 Galaxy Watch Ultra 47mm DE-Modell titanium-gray,Amazon Marketplace CE,389.99,Samsung,Smartwatches,https://cdn.billiger.com/dynimg/uMn10MJFzsqof0p75-xL_RMHbZqPod6CahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLr1p0xjNeO39Q3f-thLntuUd38iEq7P4tPeM47yZO6F/Samsung-Galaxy-Watch-Ultra-LTE-47-mm-Titanium-Gray-Marine-Band-Orange.webp?h=630&w=1200,c00508,Galaxy Watch Ultra LTE 47 mm Titanium Gray Marine Band Orange
o00859,iO4 & OxyJet,Boomstore,167.96,Oral-B,Elektrische Zahnbürsten,https://cdn.billiger.com/dynimg/Pc61yHOP9YCof0p75-xL_RUFveXdfgtY6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwKYCkUWCH0hz9ObPVHhXcDYwLxqQJOh_krsHKJaAQnLN/Oral-B-iO-Series-4-Munddusche-Aufsteckbuersten-2-St.webp?h=630&w=1200,c00386,iO Series 4 + Munddusche + Aufsteckbürsten 2 St.
o00860,"Samsung Galaxy Tab Active5 Pro - Enterprise Edition - Tablet - robust - Android - 256 GB - 25.54 cm (10.1"")",Heinzsoft,658.00,Samsung,Tablet PCs,https://cdn.billiger.com/dynimg/TKAMVNkYFRCof0p75-xL_SZqUQwTnxwBqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwOkwW4B4wljz_3kSYEE7laE-bYJacknwDOuLzr_i_1_B/Samsung-Galaxy-Tab-Active5-Pro-5G-6-GB-256-GB-Enterprise-Edition.webp?h=630&w=1200,c00613,Galaxy Tab Active5 Pro 5G 6 GB 256 GB Enterprise Edition
o00861,"Acer Aspire 14 AI (14"", 1000 GB, 32 GB, DE, Snapdragon X X1-26-100), Notebook, Blau",Galaxus.de,886.90,Acer,Notebooks,https://cdn.billiger.com/dynimg/S1vifuhoYrWof0p75-xL_Rbz3oze_djKqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwJr-EiBjy8OXdfM1ShrDaDEkpi2RV-yqtZbyZYCqZ3dC/Acer-Aspire-14-AI-A14-11M-X3EH-Snapdragon-X-X1-26-100-32-GB-RAM-1-TB-SSD.webp?h=630&w=1200,c00614,Aspire 14 AI A14-11M-X3EH Snapdragon X X1-26-100 32 GB RAM 1 TB SSD
o00862,"Microsoft Surface Laptop mit 5G for Business (13.80"", 256 GB, 16 GB, DE, Intel Core Ultra 5 236V), Notebook, Silber",Galaxus.de,1719.02,Microsoft,Notebooks,https://cdn.billiger.com/dynimg/Z4zOIOxGsciof0p75-xL_QV67OQ7nM4n6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwN-AVXjRz3iPijJSGEaeMcJaWPXpk_TBBDMVhaKC_Rgv/Microsoft-Surface-Laptop-7-13-8-Intel-Core-Ultra-5-236V-16-GB-RAM-256-GB-SSD-5G-Platin.webp?h=630&w=1200,c00615,"Surface Laptop 7 13,8"" Intel Core Ultra 5 236V 16 GB RAM 256 GB SSD 5G Platin"
o00863,"GORENJE Unterbaugeschirrspüler GU642E90X, 11 l, 13 Maßgedecke, AquaStop silberfarben",OTTO,349.00,Gorenje,Geschirrspüler,https://cdn.billiger.com/dynimg/Uf21jIWHVXQof0p75-xL_TF-EQRXn_ryKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwBBQQ9LMxRPGw_nnoYjM3SdCrymw7c9LQXl1DuzTBsjD/Gorenje-GS642E90X-Unterbau-Geschirrspueler-599-mm-breit-Silber.webp?h=630&w=1200,c00616,"GS642E90X Unterbau-Geschirrspüler (599 mm breit, Silber)"
o00864,SMEG SMF05PGEU Küchenmaschine Pastellgrün,TECHNIKdirekt,427.00,Smeg,Küchenmaschinen,https://cdn.billiger.com/dynimg/kQF_PIMay0Qof0p75-xL_SDsjjpKPY3nKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLoBZq9R2iFjB7qd7ALwIK6bjMwvqyrFFKl7veu1xxDe/Smeg-SMF05PGEU-Pastellgruen.webp?h=630&w=1200,c00617,SMF05PGEU Pastellgrün
o00865,"17 512GB, Handy - Black, HyperOS, 12 GB",Alternate,850.00,Xiaomi,Handys ohne Vertrag,https://cdn.billiger.com/dynimg/wo-SrQHUoicof0p75-xL_TmhbXKvC4UJqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwIsmJnGG_nIWzwcaoOZwJwCdZmyTut5tfNZ53IKYZhbA/Xiaomi-17-512-GB-Black.webp?h=630&w=1200,c00498,17 512 GB Black
o00866,Apple Watch Ultra 3 GPS + Cellular 49mm Black Titanium Case with Black Ocean Band,computeruniverse.net,826.54,Apple,Smartwatches,https://cdn.billiger.com/dynimg/jwwFciHptl7of0p75-xL_SoE4ENrIZqEKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwGPF_fLbAVbVZGUF8puZUNaTVEy7Y2pbpwI03auxEzyG/Apple-Watch-Ultra-3-GPS-Cellular-49-mm-Titangehaeuse-Schwarz-Ocean-Armband-Schwarz.webp?h=630&w=1200,c00157,Watch Ultra 3 GPS + Cellular 49 mm Titangehäuse Schwarz Ocean Armband Schwarz
o00867,"Acer Aspire 17 (17.30"", 1000 GB, 32 GB, DE, Intel Core i9-13900H), Notebook, Grau",Galaxus.de,1105.99,Acer,Notebooks,https://cdn.billiger.com/dynimg/8PnrwrlyX0hof0p75-xL_RNfM-F-rSZz6hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwElEqoTDX8A55Bqam9UFLwm-eHlmPxrKdf5b5H4wdawR/Acer-Aspire-17-A17-51M-91QH-Intel-Core-i9-13900H-32-GB-RAM-1-TB-SSD-Win11-Home.webp?h=630&w=1200,c00045,Aspire 17 A17-51M-91QH Intel Core i9-13900H 32 GB RAM 1 TB SSD Win11 Home
o00868,Samsung X826 Galaxy Tab S10+ 512GB/12GB RAM 5G platinum-silver [Version Polnische],Amazon Marketplace PC Notebook,946.04,Samsung,Tablet PCs,https://cdn.billiger.com/dynimg/_-ZIHX5rx-Wof0p75-xL_Snp1NIobB846hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHf4F3w4dWWZ0EimZCxcuP-Aja7HITeIYa9ETg4iiuok/Samsung-Galaxy-Tab-S10-12-4-512-GB-Wi-Fi-Platinum-Silver.webp?h=630&w=1200,c00426,"Galaxy Tab S10+ 12,4"" 512 GB Wi-Fi Platinum Silver"
o00869,"Samsung SM-X826 Galaxy Tab S10+ 12+512GB 12.4"" Silver 5G EU",ebay.de,828.20,Samsung,Tablet PCs,https://cdn.billiger.com/dynimg/_-ZIHX5rx-Wof0p75-xL_Snp1NIobB846hE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHf4F3w4dWWZ0EimZCxcuP-Aja7HITeIYa9ETg4iiuok/Samsung-Galaxy-Tab-S10-12-4-512-GB-Wi-Fi-Platinum-Silver.webp?h=630&w=1200,c00426,"Galaxy Tab S10+ 12,4"" 512 GB Wi-Fi Platinum Silver"
o00870,Cube Kathmandu Hybrid Pro 800 Schwarz Modell 2026 - 54 CM,Fahrrad-XXL,3199.99,Cube,E-Bikes,https://cdn.billiger.com/dynimg/0Az3QO1WIVtof0p75-xL_Qy-Sv9EGcpJahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwAg7i1igCNMyiYXdA5J12lEsFbfZNjdliibzXv-MBMbV/Cube-Kathmandu-Hybrid-Pro-800-RH-54-cm-Trapez-coal-n-black.webp?h=630&w=1200,c00618,Kathmandu Hybrid Pro 800 RH 54 cm Trapez coal ́n ́black
o00871,"Crucial DDR5 RAM 64GB Kit (2x32GB) 5600MHz SODIMM, Arbeitsspeicher für Laptop/Notebook, Mini PC (auch 5200MHz / 4800MHz) CL46 - CT2K32G56C46S5",Amazon Marketplace PC Notebook,670.70,Crucial,Arbeitsspeicher,https://cdn.billiger.com/dynimg/8bHWd8VENV7of0p75-xL_RcxvKL-y5DQKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwOfcT_Awt7Q_5PYS8OoK71k313rnPRki4s_kAGFBoSbw/Crucial-DDR5-5600-64GB-Kit-2x32GB-SO-DIMM-CL46-CT2K32G56C46S5.webp?h=630&w=1200,c00619,DDR5-5600 64GB Kit (2x32GB) SO-DIMM CL46 CT2K32G56C46S5
o00872,Oral-B iO 10 Gold Special Edition,coolblue,292.90,Oral-B,Elektrische Zahnbürsten,https://cdn.billiger.com/dynimg/oO0OKLwkgMAof0p75-xL_Tw8T9lZXg2VqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwAC-qfV5naYGc8mXaT_c8DjvieHbOyo7T67vyoTV-58y/Oral-B-iO-Series-10-Special-Edition-Eclipse-Gold-Reiseetui.webp?h=630&w=1200,c00620,iO Series 10 Special Edition Eclipse Gold + Reiseetui
o00873,"OnePlus Watch 4 1,5 Zoll AMOLED Display Android Smartwatch Sportuhr 646mAh GPS",ebay.de,239.20,OnePlus,Smartwatches,https://cdn.billiger.com/dynimg/D3Loul8ghwMof0p75-xL_QqY64q_ONlLqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwLASvTj7MTLZO-v-GLFr6culOiN5FMeEr5NcHAShIPQU/OnePlus-Watch-4-BT-Midnight-Titanium.webp?h=630&w=1200,c00621,Watch 4 BT Midnight Titanium
o00874,"Hisense 75E77Q PRO QLED Smart TV 189 cm (75"")",ebay.de,879.14,Hisense,Fernseher,https://cdn.billiger.com/dynimg/CTPE-bEi4vOof0p75-xL_QFQzXQsR3XeahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwIfxKYhPQcZEzSBnWkfegGGQPikQ1HlA5QXwwpT1JrYh/Hisense-77E77Q-PRO-77-Zoll-QLED-4K-Smart-TV.webp?h=630&w=1200,c00622,77E77Q PRO 77 Zoll QLED 4K Smart TV
o00875,ASUS TUF Gaming GeForce RTX 5070 Ti 16GB GDDR7 OC White Edition (90YV0MD3-M0NA00),JACOB,1100.56,Asus,Grafikkarten,https://cdn.billiger.com/dynimg/wkiVsswT3t6of0p75-xL_QcVnOjgzuyCqhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHZyMi6IwOxsTVfv8pFs901Y57h5qYQ-XxJwLaZcXt4l/Asus-TUF-Gaming-GeForce-RTX-5070-Ti-OC-16-GB-GDDR7.webp?h=630&w=1200,c00596,TUF Gaming GeForce RTX 5070 Ti OC 16 GB GDDR7
o00876,"Samsung Neo QLED 4K QN85F 55 Zoll (138 cm) Mini LED Fernseher, NQ4 AI Gen2 Prozessor, Quantum Matrix Plus, Neo Quantum HDR+, Dolby Atmos, Knox Security, Samsung Vision AI Smart TV",Amazon Marketplace CE,649.00,Samsung,Fernseher,https://cdn.billiger.com/dynimg/jqYx9iYItpfof0p75-xL_QxMI3j_0kNsahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwAMLvBvX-mvlRqO5UHin_ASGNVllmu_jx4rui7cjaJR5/Samsung-GQ55QN85F-55-Neo-QLED-4K-Vision-AI-Smart-TV-QN85F.webp?h=630&w=1200,c00572,"GQ55QN85F 55"" Neo QLED 4K Vision AI Smart TV QN85F"
o00877,Asus PC-Gehäuse,OTTO,155.56,Asus,PC-Gehäuse,https://cdn.billiger.com/dynimg/-7GkoiwpTF4of0p75-xL_Q_CHK7rFuriKhE8nUhH7Pc88MgR1b3VHcWvS03VxtgwEbMHGHyjWhcAGx5uDNujetPCmCdQlJHHihV_gWf_6wj/Asus-TUF-Gaming-GT502-Plus-TG-black.webp?h=630&w=1200,c00568,TUF Gaming GT502 Plus TG black
o00878,"Braun, Rasierapparat, Series 9 Pro+",Galaxus.de,339.09,Braun,Elektrische Rasierer,https://cdn.billiger.com/dynimg/VADYFp7b7jNof0p75-xL_TUtCDavxG3VahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwD-H_wJQAb3ivZzQd63CJuSSzk4nTxgS27lISedlSRt5/Braun-Series-9-Pro-9600s.webp?h=630&w=1200,c00623,Series 9 Pro+ 9600s
o00879,Pokémon Pokopia - [Nintendo Switch 2],Media Markt Online Shop,64.99,Nintendo,Nintendo Switch-2-Spiele,https://cdn.billiger.com/dynimg/qUh04LUHOyuof0p75-xL_QNfrqFSM38jahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwHdibjEjk6f3HabDFxT6Qgp-8qXOaWloMoqAdKDZEnnB/Nintendo-Poke-mon-Pokopia-USK-Nintendo-Switch-2.webp?h=630&w=1200,c00038,Pokémon Pokopia (USK) (Nintendo Switch 2)
o00880,"ASUS Vivobook 15 OLED X1505VA-MA921 15.6"" - Core i9-13900H - Iris Xe - 24GB R...",ebay.de,909.99,Asus,Notebooks,https://cdn.billiger.com/dynimg/jTteF57igsmof0p75-xL_TXUsGh-ZXKIahE8nUhH7Pc88MgR1b3VHcWvS03VxtgwOtG9Jty7Jl-LoEqV-GcXeD1MxAqfCjV3hIREpHulvec/Asus-Vivobook-15-OLED-15-6-Intel-Core-i9-13900H-24-GB-RAM-512-GB-SSD-Win11-Pro-Cool-Silver.webp?h=630&w=1200,c00624,"Vivobook 15 OLED 15,6"" Intel Core i9-13900H 24 GB RAM 512 GB SSD Win11 Pro Cool Silver"
