pair_id,brand_left,title_left,description_left,price_left,priceCurrency_left,brand_right,title_right,description_right,price_right,priceCurrency_right,label
p0037,,Brother HL-L8360CDW Colour Wireless Laser Printer,"Brother HL-L8360CDW Colour Wireless Laser Printer - Fast print speeds of up to 31ppm colour and monochrome - 600x600dpi, 2400dpi (2400x600) quality - Paper input of up to 300 sheets - Maximum paper input of up to 2,380 sheets - Automatic 2-sided (duplex) Printing - Built-in Gigabit Ethernet 10Base-T/100 Base-TX/1000Base-T - Integrated NFC Reader - Intuitive 6.8cm colour touchscreen - HL-L8360CDW - 1 Year Return to Base Warranty",609.00,AUD,,HP CP5225dn Colour (A3) LaserJet Professional Printer,"Cover all your colour business printing needs from postcards to oversize documents, with this versatile and affordable A3 desktop printer. Get superior print quality with HP ColorSphere toner, fast speeds and ease of use, with unrivalled reliability.For small work teams from 3-15 users in unmanaged environments in small and medium sized businesses, who need a versatile printer for all their printing needs, from spreadsheets, marketing materials and client presentations to oversize documents.Print everyday business documents as well as wide-format projects, and save money by printing colour marketing materials in house. Enjoy exceptional versatility: print from postcard-size up to poster-size and on a variety of paper types including plain, premium and glossy and weights up to 220 g/m². Handle big jobs easily with an expandable input capacity: from 350 sheets standard with 100-sheet multi-purpose tray and 250-sheet tray, up to a maximum of 850 sheets with an optional 500-sheet tray",9.8368E2,GBP,0
p0038,,Processador Intel Core i9 9900X LGA2066,BrandIntelProcessors TypeDesktopSeriesCore i9 X-SeriesNameIntel Core i9-9900XModelBX80673I99900XDetailsCPU Socket TypeLGA 2066Core NameSkylake X# of Cores10-Core# of Threads20Operating Frequency3.5 GHzMax Turbo Frequency4.4 GHzL3 Cache19.25MBManufacturing Tech14nm64-Bit SupportYesHyper-Threading SupportYesMemory TypesDDR4Memory Channel4Virtualization Technology SupportYesPCI Express Revision3.0Max Number of PCI Express Lanes44Thermal Design Power165WCooling DeviceCooling device not included - Processor Only,7499.99,BRL,Apple,MX2E2ZM/A Apple Watch Magnetic Charger to USB Cable (1m),MX2E2ZM/A Apple Watch Magnetic Charger to USB Cable (1m),229,TRY,0
p0039,Jabra,Jabra Biz 2300 USB Mono Headset,USB ConnectivityLightweight Monaural DesignCertified for both Unified Communications and Skype for Business (SFB) platforms360 Degree unbreakable boom arm | Reinforced Kevlar cordPeakerStop and IntelliTone protectionDigital Sound Processing (DSP)In-Line Cord ControlAvailable in both Monaural and Binaural wearing stylesAccessories for the Jabra Biz 2300 Include:Leatherette ear cushionsFoam ear cushionsClipsCarry pouch,84,GBP,,Jabra BIZ 2300 USB MS Duo - headset,"Your contact center agents are your brand ambassadors, so give them the tool to sound as clear as your brand. In Jabra's Biz 2300 world class sound meets world class durability in an exceptionally comfortable and stylish corded headset – keeping both your agents and your customers happy. Jabra Biz 2300 USB Microsoft Duo is a stereo headset that provides USB connectivity optimized for Microsoft Skype for Business.",168,USD,0
p0040,,Cooler Master MASTERLIQUID ML120R RGB Processor liquid cooling,"DUAL CHAMBERLOW-PROFILE DUAL CHAMBERThe PPS (Polyphenylene sulfide) and glass fiber construction resists a broad range of chemicals and is unaffected by moisture or immersion in water.Our pump is light and impervious to oxidation and corrosion.STYLISH RADIATORCustom design low resistance radiator allows higher flow rate, heat exchange efficiency and provides unmatched cooling performanceDOUBLE TUBINGFEP tubing makes it durable yet flexible. Sleeved tubing on the exterior to give it a premium look.AIR BALANCE FANSAside from having perfect balance of airlfow and airpressure to exhaust air through the fins and out of the case, the dual fans uses an silent driver IC that smoothens fan operation to reduce fan clicks and vibrations.Technical detailsFan noise level (min) 6 dBFan noise level (max) 30 dBPump noise level 15 dBPulse-width modulation (PWM) support YesPump connector 3-pinPump's mean time to failure (MTTF) 70000 hFan's mean time to failure (MTTF) 160000 hMaximum air pressure 2.34 mmH2ORadiator YesSupported processor sockets LGA 1150 (Socket H3), LGA 1151 (Socket H4), LGA 1155 (Socket H2), LGA 1156 (Socket H), LGA 1366 (Socket B), LGA 2011 (Socket R), LGA 2011-v3 (Socket R), LGA 2066, LGA 775 (Socket T), Socket AM2, Socket AM2 , Socket AM3, Socket AM3 , Socket AM4, Socket FM1, Socket FM2, Socket FM2 Purpose ProcessorNumber of fans 2 fan(s)Maximum airflow 66.7 cfmFan speed (min) 650 RPMFan speed (max) 2000 RPMFan connector 4-pinBuilt-in fan YesPowerPump voltage 12Fan voltage 12 VDesignIllumination colour MultiRadiator material AluminiumColour of product BlackIllumination LED YesWeight & dimensionsFan dimensions (W x D x H) 120 x 120 x 25 mmPackage width 270 mmPackage depth 280 mmPackage height 143 mmPackage weight 1.62 kgWeight 1.09 kgRadiator width 15.7 cmRadiator depth 12 cmRadiator height 2.7 cmPackaging dataPackage height 143 mm",115.49,GBP,Liebherr,Liebherr SIGN 3556 Integrated In Column Freezer,"Liebherr’s No Frost Freezer provides rapid freezing due to the cooling being fan assisted.With FrostSafe, the extra-high and removable drawers are closed all round. This means that the cold cannot dissipate so quickly when the appliance is open.Automatically reducing the freezer to -32°C to preserve the vial vitamins in your food, these freezers automatic SuperFrost function makes freezing simple. As soon as the food is frozen the freezer will automatically switch back to normal mode thus saving energy.All freezers with SmartFrost feature drawers and intermediate glass shelves underneath them which can be conveniently removed which is the perfect solution when you need extra storage space for larger frozen food items.",1349.99,GBP,0
p0041,,Cap New Era Clean Trucker Chicago Bulls Cap,,2.59E1,EUR,,Kšiltovka New Era Clean Trucker 2 New York Yankees,,544,CZK,0
p0042,Hikvision,"DVR 8 canale HIKVISION Turbo HD DS-7208HQHI-K1 TurboHD 3.0 H.265+, 1xSATA","DVR DS-7208HQHI-K1 8 canale Hikvision TurboHD 3.0 FullHD (1080p), inregistreaza camere video de supraveghere HIKVISION TurboHD la rezolutie Full HD 20fps, compresie H264+. Se pot utiliza simultan camere analogice clasice, HIKVISION TurboHD, AHD si 2 camere IP HD HIKVISION.",389.000052,RON,Hikvision,DVR 4 canale Hikvision TurboHD 3MP DS-7204HQHI-K1,"DVR 4 canale Hikvision DS-7204HQHI-K1TurboHD 3MP - FullHD 1080p, inregistreaza 4 camere video supraveghere HIKVISION TurboHD.",295.000048,RON,0
p0043,Canon,"Canon EF 28 mm/2,8 IS USM",,439.00,EUR,RAM MOUNTS,RAM MOUNTS (RAM-B-289U Triple 1'' Ball Base,"RAM stands for Round-A-Mount and was introduced in 1995. Far and away the most innovative product line of its kind, RAM continues to evolve into one of the most sought after accessories for electronics. RAM products have quickly become an essential mounting component for a wide variety of applications including rugged vehicle, industrial, military and defense, material handling as well as any application requiring a robust mounting solution.RAM offers a diverse product line which is protected by",36.99,USD,0
p0044,,Shimano - J02A Disc Brake Pads,"Resin brake pad for Shimano XTR, Deore XT, SLX and Alfine disc brakes.Compatible with:BR-M9000, BR-M9020, BR-M987, BR-M985, BR-M8000, BR-M785, BR-M7000, BR-M675, BR-M666, BR-M6000, BR-M615, Alfine BR-S700, BR-RS785, BR-R785Back Plate Construction: AluminumRadiator Fin: Yes",3.999E1,CAD,Shimano,Shimano SM-MA90-F160-PS 160mm Front Disc Brake Adaptor,Features• Suits most 160mm Rotors• Front Adaptor• Caliper Type: Post• Mount Type: A-STD Front• Material: Aluminium,18.99,AUD,0
p0045,Canon,Inkcartridge Canon PGI-9 green,,11.42,EUR,,Canon PGI-9G Green Ink Cartridge,Green Ink Tank,159.99,NOK,1
p0046,,Sandisk 64gb Cruzer Glide USB Flash Drive,"At a glanceProfessional, reliable, portable slider designShare, store and protect up to 128GB* of filesPassword-protects and encrypts private files†Up to 2GB* secure online backup†† offered by YuuWaa™Available in 4GB, 8GB, 16GB, 32GB, 64GB and 128GB* capacitiesFull product descriptionThe 64GB* Cruzer Glide™ USB Flash Drive is designed to offer remarkably high levels of reliability and security. It allows you to carry large numbers of spreadsheets, presentations, and other work files – or have fun with vast amounts of music, pictures, home videos or movies, ready for you to access whenever you want. Your private files stay protected as well, with the password protection and encryption offered by SanDisk SecureAccess™ software. You also get the added protection of secure online backup†† (up to 2 GB* optionally available) offered by YuuWaa™. So you can be certain that your data is protected on two fronts.Features and benefitsProfessional, reliable and portable designAn efficient way to share, store and protect your music, pictures, videos and workEasy to useSanDisk Secure Access™ software protects private files with a personal password and automatic 128-bit AES encryption†Simply drag-and-drop files into a private folder or \""vault\"" and they’re safeSecure online backup†† (up to 2GB*) offered by YuuWaa™, SanDisk's online backup partnerAvailable in 4GB, 8GB, 16GB, 32GB, 64GB and 128GB* capacities",8.99,GBP,,SANDISK CRUZER GLIDE 32GB USB2.0 F/DRIVE,"SANDISK CRUZER GLIDE 32GB USB2.0 F/DRIVE General Information Manufacturer Part Number SDCZ60-032G-B35 Brand Name SanDisk Product Type Flash Drive Technical Information Storage Capacity 32 GB Interfaces/Ports Host Interface USB 2.0 Physical Characteristics Height 0.4\"" Width 0.8\"" Length 2.4\""",112.17,ZAR,0
p0047,Maxxis,"Maxxis Minion DHR II 29\"" DD/3C/TR",Minion DHR II 29 x 2.35 tubeless ready tyre with Double down casing and 3C Maxx Terra.For our full range of Bike Accessories visit Evans Cycles,£69.99,GBP,Maxxis,"Maxxis Maxxis Minion DHR II Tire: 29 x 2.30\"", Folding, 120tpi, 3C, Double Down, Tubeless Ready, Black",,91.00,USD,1
p0048,,Canon - Refill - Giallo - 0898B001AA - 130ml,Refill giallo PFI-102Y IPF500/600/700,64.32,EUR,,Canon - Cartuccia ink - Ciano - 6706B001 - 130ml,Ink cartridgeáPFI-107C ciano 130ml,45.27,EUR,0
p0049,,Shimano SPD SL Cleat Set,"Shimano cleats come in 3 different colours these days. The latest version is blue, which hasn’t been around for long but is definitely worth considering...",39.95,AUD,,"iiyama ProLite XU2390HS-1LED monitor - Full HD (1080p) - 23\""",IPS panel technologyFull HDLED-backlitACR (Advanced Contrast Ratio)HDMI (High-Definition Multimedia Interface)OverDrive on/off,117.13,GBP,0
p0050,Crucial,Crucial 8GB DDR4-2400 (PC4-19200) CL17 SO-DIMM Laptop Memory Module (Apple Memory),"8GB DDR4-2400 (PC4-19200) CL17 SO-DIMM Laptop Memory Module (Apple Memory). Take the guesswork out of upgrading your Mac with Crucial memory for Mac systems. Since Apple computers often have very specific memory requirements, including particular component densities, speeds, and SPD programming specifications, it's important to use memory that's engineered for your Mac.",39.99,USD,,Memoria RAM Crucial CT8G4S24AM - 8GB - DDR4 - 2400 MHz,,1049.00,MXN,1
p0051,Logitech,Logitech Logitech G633 Artemis Spectrum Headset,,102.95,EUR,Cooler Master,CPU Cooler MasterLiquid Lite 120,Cooler Master CPU Cooler MasterLiquid Lite 120 MLW-D12M-A20PW-R1,59.90,EUR,0
p0052,,DVR 16 canaux 1080P 1U H.265,,270000,XOF,,"Lexmark - Extra High Yield - magenta - original - toner cartridge - LCCP, L","Designed for excellence and manufactured to rigorous standards, Lexmark printer supplies deliver superior image quality and long life.",180.99,CAD,0
p0053,,Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14),,23375,HUF,,New Era NFL LA Rams 9Fifty Cap Baseball sapka,,13140,HUF,0
p0054,,TP-LINK EAP110 Access point - Wit,300Mbps Wireless N Ceiling/Wall Mount Access Point 2.4Ghz 802.11b/g/n 10/100Mbps LAN Passive PoE Centralized ManagementMulti-SSID 2*4dbi Internal Antennas,3.509E1,EUR,,TP-Link 300Mbps Wireless N Ceiling Mount Access Point with Passive PoE (EAP115),Manage hundreds of EAPs with the easy and seamless design of the TP-Link Wireless N Ceiling Mount Access Point with Passive PoE.Free Auranet Controller Software enables administrators to easily manage hundreds of EAPsThe user-friendly Cluster Mode allows manage up to 24 (EAP115) without requiring any extra hardware or softwareSupports Power over Ethernet (802.3af) for convenient and affordable installationSimple mounting design for easy attachment to a wall or ceilingCaptive portal provides one convenient method of authentication for Wi-Fi guestsEnterprise class Wi-Fi security help to decrease network security threatsMulti-SSID divides multiple wireless networks for different user types,75,AUD,0
p0055,SanDisk,SanDisk Extreme Pro 32GB UHS-II SDHC Memory Card (300MB/s),,1515.00,ZAR,,AMD Ryzen 3 3300X AM4 Processor,"Ryzen 3 3300X, 8 Threads, 3.8Ghz Clock Speed, Socket AM4",,,0
p0056,,"Apple iPad Air 2019 10,5 inch / zilver / 256 GB",,,,,Sony SEL FE 50mm f/1.8 E-Mount Lens,,349.99,CAD,0
p0057,,SANDISK - ULTRA UHS-I SDHC CARD (CLASS 10 32GB 48MB/S),SANDISK ULTRA UHS-I SDHC CARD (CLASS 10 32GB 48MB/S) (SDSDUNB-032G-GN3IN) - Minnesstorlek: 32GB - Typ: SDHC,192.50,SEK,,Kappe New Era NFL New Orleans Saints 9Fifty Cap,,3.99E1,EUR,0
p0058,,TONER BROTHER TN-135 YELLOW ORIGINAL,,,,BROTHER,TONERBROTHER ORIGINALE GIALLO TN-135Y,PER HL-4040CN HL-4050CDN HL-4070CDW DCP-9040CN DCP-9042CDN DCP-9045CDN MFC-9440CN MFC-9450CDN MFC-9840CDW (4.000PG) 1PZ [r][n],120.327869,EUR,1
p0059,Sandisk,SanDisk 32GB Ultra Micro SDHC Class 10 48MB/s,"Today's mobile devices feature advanced photo and video capabilities, so you can record all of life's exciting moments. SanDisk Ultra microSDHC and microSDXC UHS-I memory cards allow you to capture, carry, and keep all those moments at your fingertips.Class 10 Speed Rating for Full HD Video CaptureThis memory card features Class 10 video rating for high-quality video recording, so you can capture Full HD without dropouts and stuttering. The cards allow you to store plenty of Full HD video files before you have to transfer files to your computer.Add Storage to Android Smartphones and TabletsSanDisk Ultra microSDHC and microSDXC UHS-I memory cards are ideal companions for high-performance Android smartphones and tablets. The cards’ additional storage means you can take more photos and videos without worrying about running out of space.Easily Back Up Your Favorite Media with the SanDisk Memory Zone ApThe SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and back up all of your files from your phone’s memory in one convenient place. You can set the app to off-load files from your device's internal memory to your memory card automaticallyDurable DesignSanDisk Ultra microSDHC and microSDXC UHS-I Cards are waterproof, shockproof, x-ray proof and temperature proof to protect your memories from life's mishaps. Take your phone or tablet to the snow, the pool, or the desert. Your card will survive, even if your device doesn't.Includes SD AdapterSanDisk Ultra microSDHC and microSDXC UHS-I memory cards give you the freedom to keep all your digital files with you on your smartphone or tablet. Plus, the included SD adapter lets you move files easily among other SD compatible devices, such as digital cameras and computers.What's in the box:SanDisk 32GB MicroSDHC 48MB/s Mobile Ultra (Class 10) SDHC Memory CardMicroSD to SD AdapterLifetime limited warranty",29,AUD,,"Seagate FireCuda 2TB SATA III 3.5\"" Hybrid Drive - 7200RPM, 64MB",Enormous 2TB Hybrid Drive Capacity. No Performance Lag with this Decent 7200RPM Disk Speed and Amazing 64MB Cache,9.306E1,GBP,0
p0060,Life Extension,Life Extension Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100mg 60 Softgels,"Life Extension Super Ubiquinol CoQ10 w/ Enhanced Mitochondrial Support 100mg 60 Softgels If you feel like you're running low on cellular energy & are looking for a cure, look no...",46.50,USD,,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg (60 Softgels),"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Supportis formulated withubiquinol, a highly bioavailable form of coenzyme Q10 nutrient, and augmented with the adaptogen PrivaVie shilajit, clinically shown to further increase CoQ10 absorption, promote cardiovascular health, and help restore youthful cellular energy.Serving Size: 1 Softgel Servings per Container: 60Amount per Serving:Ubiquinol (as Kaneka QH Ubiquinol)100 mgPrimaVie Shilajit fulvic acid complex100 mgOther Ingredients:sunflower oil, gelatin, glycerin, purified water, beeswax, caramel color.",4.96E1,USD,1
p0061,,Jabra BIZ 2300 Duo USB MS Lync Headset,Jabra BIZ 2300 Duo USB MS Lync Headset,116.97,GBP,New Era,NEW YORK YANKEES LEAGUE BASIC 9FORTY MARINE BLANC,"NEW ERA10531939New EraNew York Yankees League Basic 9Forty Marine Blanc- Casquettes en Coton, Coloris Marine Et Blanc",25,EUR,0
p0062,Hikvision,Hikvision 2 Gang double wall mounting bracket for modular door station,,,,PARK TOOL,"PARK TOOL BBT-22, Bottom bracket tool, Cartridge type, For 1/2'' drive ratchet",,29.99,CAD,0
p0063,,Swiss Military Hanowa Flagship 06-5161.2.04.007,,1895.00,SEK,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.003 Flagship Uhr,Steel Swiss Made Watch with Date,249.00,EUR,0
p0064,COOLER MASTER,COOLER MASTER MASTERLIQUID ML120L RGB CPU COOLER V2,MASTERLIQUID ML120L V2 RGBNew Generation Dual Chamber PumpEnlarged Surface Area on RadiatorNew SickleFlow 120 RGBReinforced Sealing for Anti-Leaking Prevention,89.00,SGD,,Cooler Master MasterFan MF121L RGB Computer case Ventilatore,"Cooler Master MasterFan MF121L RGB, Computer case, Ventilatore, 12 cm, 1200 Giri/min, 25 dB, 32 pdc/min",12.99,EUR,0
p0065,,AURICOLARI APPLE AIRPODS PRO MWP22TY/A,,264.13,EUR,,AIRPOD 2 PRO MWP22TY/A,,,,1
p0066,,"ASUS AMD ATX ROG STRIX B550 F Gaming Motherboard AM4 Dual DDR4, HDMI, Dual M.2","Mpn: 90MB14S0-M0UAY0Vendor:AsusASUS AMD ATX ROG STRIX B550 F Gaming Motherboard AM4 Dual DDR4, HDMI, Dual M.2ROG Strix B550 Gaming series motherboards offer a feature-set usually found in the higher-end ROG Strix X570 Gaming series, including the latest PCIeÂ® 4.0. With robust power delivery and effective cooling, ROG Strix B550 Gaming is well-equipped to handle 3rd Gen AMD Ryzenâ„¢ CPUs. Boasting futuristic aesthetics and intuitive ROG software, ROG Strix B550-F Gaming gives you a head start on your dream build.",270.00,AUD,Park Tool,"Park Tool Park Tl, CT-5, Prtable chain Tl",CT-5 • Its ergonomic handle is more comfortable to work with than most chain tools• 10 speed compatible,24.99,CAD,0
p0067,,"Canon PFI-101C Ink, 130 ml - Cyan",Features:130 mltankWater-basedpigment inkLonger print life and greater reliabilityProduceshigh-quality prints.Smudge free & water and fade resistanceUsewith the following printers:Canon imagePROGRAF iPF5100Canon imagePROGRAF iPF6000SCanon imagePROGRAF iPF6000Canon imagePROGRAF iPF5000,77.90,USD,,CANON gul bläckpatron 130 ml (PFI-102),CANON Yellow Ink Cartridge 130 ml (PFI-102),715,SEK,0
p0068,Jabra,Jabra Biz 2300 USB Mono Headset,USB ConnectivityLightweight Monaural DesignCertified for both Unified Communications and Skype for Business (SFB) platforms360 Degree unbreakable boom arm | Reinforced Kevlar cordPeakerStop and IntelliTone protectionDigital Sound Processing (DSP)In-Line Cord ControlAvailable in both Monaural and Binaural wearing stylesAccessories for the Jabra Biz 2300 Include:Leatherette ear cushionsFoam ear cushionsClipsCarry pouch,84,GBP,Ubiquiti,Ubiquiti POE-48-24W Gigabit (POE-48-24W-G),"Ubiquiti POE-48 AC/DC Adapter POE 48V 0.5A EU, UBIQUITI",12.8800,USD,0
p0069,,Garmin Watch Vivoactive 3 Slate,Garmin%20Watch%20Vivoactive%203%20Slate%20%23bezel-fixed%20%23bracelet-strap-rubber%20%23brand-garmin%20%23case-depth-11-7mm%20%23case-material-plastic%20%23case-width-43-4mm%20%23classic%20%23delivery-timescale-3-5-days%20%23description-done%20%23dial-colour-lcd%20%23feature-android-compatible%20%23feature-bluetooth%20%23feature-cycling%20%23feature-digital-time%20%23feature-fitness-tracker%20%23feature-golf%20%23feature-gps%20%23feature-heart-rate-monitor%20%23feature-ios-compatible%20%23featu,219.00,GBP,,"Maxxis Minion DHR II 29"" x 2.4"" 60TPI Tire - 3C MG DH",With side knobs borrowed from the legendary Minion DHF but widened to provide more support the DHR II corners like no other. The center tread features ramped leading edges to improve acceleration and sipes to create a smooth transition when leaning the bike. Paddle-like knobs on the center tread dig...,81.00,USD,0
p0070,MAXXIS,MAXXIS AGGRESSOR 29X2.3 EXO/TR,,70.00,AUD,,Xerox 106R01162 High Capacity Yellow Toner Cartridge,Genuine OEM 106R01162 toner cartridge exclusively designed for the Xerox Phaser 7760.,520.31,USD,0
p0071,Seiko,Seiko Mens Presage Automatic Blue Date Dial Stainless Steel Bracelet Watch SRPD41J1,PRESAGE SS BW BLU DL DT,428.00,GBP,Seiko,Seiko Mens Prospex Automatic Divers Green Dial Bracelet Watch SPB103J1,PROSPEX SS BW GRN DL DT,690.00,GBP,0
p0072,Canon,Canon EF 100mm f/2.8 L Macro IS USM,"L-series qualityThe L-series is Canon's flagship professional lens range, representing the best in precision-designed EF optics. L-series lenses combine superior performance with superlative handling, and are resistant to dust and moisture.Hybrid Image StabilizerThe new Image Stabilizer designed specifically for inclusion in a macro lens. It is able to correct lens shift movement as well as the angular movement that most IS systems can correct. This provides 2-stops of correction during 1.0x magnification, increasing to 3-stops at 0.5x magnification and 4-stops during normal shooting.Ultra low dispersion (UD) lens element ensures high image qualityA UD element within the lens design effectively removes chromatic aberration. This allows for excellent image quality with high resolution, high contrast and excellent colour reproduction.Focus limiter switchTo enhance the photographer’s use of the lens, it is fitted with a 3 position focus limiter switch. With limits for close up subjects, distant subjects and all subjects, the user is able to increase the autofocus speed making quick shots a possibility.Beautiful background blur with 9 blade circular apertureA circular blade aperture helps to create attractive, even background bokeh when isolating subjects at wide apertures.Fast quiet autofocusThe ring USM (Ultrasonic Motor) drives extremely rapid autofocus with near-silent operation. Full time mechanical manual focus override is available without having to switch out of AF. The lens offers a minimum focusing distance of 0.3m.",979,EUR,,Original Brother LC1280XL-M Magenta Ink Cartridge,Original Brother LC1280XL-M Magenta Ink Cartridge,21.37,GBP,0
p0073,Traveler's Company,Traveler's Company 008. ZIPPERFILE MIDORI TRAVELER'S NOTEBOOK,,7.00,GBP,Traveler's,Traveler's Zip Pocket - Regular Size,"By using this refill, TRAVELER’S notebook will go beyond its function as a notebook. One end has a zipper case, and another end has a pocket. In the zipper case, you can store tickets, receipts, keys, and coins. In the other end, you can put photos and post cards you collect through your travels. The case itself is transparent, so it’s easy to tell what’s in-side.",9.0,USD,1
p0074,ASUS,ASUS PRIME X570-P (AM4) (D) (90MB11N0-M0EAY0),,62780,,ASUS,ASUS PRIME B365M-A (1151-V2) (D) (90MB10N0-M0EAY0),,31890,,0
p0075,Oki,OKI B411/B431/MB461/491 Black Toner (3K),,82.00,GBP,,ASUS PRIME B460M-K Micro ATX Intel B460,"ASUS Prime series is expertly engineered to unleash the full potential of 10th Gen Intel Core processors. Boasting a robust power design, comprehensive cooling solutions and intelligent tuning options, Prime B460 series motherboards provide daily users and DIY PC builders a range of performance tuning options via intuitive software and firmware features.",9.395E1,EUR,0
p0076,,"GIGABYTE SSD 240GB, 2.5, SATA III, 500MBs/420MBs, Retail","Box Weight Brutto (kg): 0.05 kg , Depth (mm): 100 mm , Device Location: Internal , EAN Code: 4719331803711 , External Data Bit Rate: 6 Gbps , Form Factor: 2.5"" , Height (mm): 7 mm , Kapacitet: 240 GB , Maximum Non-Operating Ambient Temperature: 85 °C , Maximum Operating Ambient Temperature: 70 °C , Maximum Power Consumption: 2.61 W , Maximum Random Read Rate: 50000 IOPS , Maximum Random Write Rate: 75000 IOPS , Maximum Sequential Read Rate: 500 MB/s , Maximum Sequential Write Rate: 420 MB/s , Mean Time Between Failures: 2000000 hr , Memory Technology: NAND Flash , Minimum Non-Operating Ambient Temperature: -40 °C , Minimum Operating Ambient Temperature: 0 °C , Minimum Power Consumption: 0.17 W , Pack Weight Brutto (kg): 0.05 kg , Package Type: Retail , Packs in Box: 1 , Pieces in pack: 1 , Retail Packaging Net Weight Carton: 0.5 kg , Retail Packaging Net Weight Plastic: 0.5 kg , SATA III Interface Quantity: 1 , Solid State Drive Features: S.M.A.R.T.TRIM Support , Supports Data Channel: SATA III-600 , Total Bytes Written (TBW): 150 TB , Warranty Products returnable: Yes , Warranty Term (month): 36 month(s) , Warranty validation Criteria: Serial Number , Width (mm): 69.85 mm",300,Kn,,"Gigabyte SSD 240GB 2.5\"" Serial ATA III",,38.538568,EUR,1
p0077,EPSON,Epson T596 Light Light Black 350 ml,Stylus Pro 7900 / 9900...,157.79,EUR,,"Hikvision 4 Port Unmanaged PoE Switch,1*100M Uplink [DS-3E0105P-E]",Key FeaturesLayer 2 unmanaged PoE switch4x 10/100Mbps Ethernet ports1x 100Mbps uplinkIEEE 802.3af or 802.3at PoE standard802.3af or 802.3at,97.520001,AUD,0
p0078,,HyperX Predator DDR4 3000MHz 32GB,"2x16GB 3000MHz (PC4-24000) DDR4 CL15, XMP, Sort",1365.00,DKK,Kingston,KINGSTON 32GB RAMKit 2x16GB DDR4 3000MHz CL15 XMP HyperX Predator Black,,173.78,EUR,1
p0079,,SanDisk 256GB microSDXC Extreme 160MB/s A2 C10 V30 UHS-I,,323,PLN,,WS-C2960+24TC-L Cisco Catalyst 2960-Plus Network Switch (New),"Condition: NEWAvailability: Stock AvailableCisco 2960 Plus Ethernet Switch - 24 ports - 24 x 10/100 + 2 x combo Gigabit SFP - rack-mountable (WS-C2960+24TC-L)The Cisco Catalyst 2960-Plus series switches are fixed-configuration Fast Ethernet switches that provide enterprise-class Layer 2 switching for branch offices, conventional workspaces, and infrastructure applications. They enable reliable and secure operations with lower total cost of ownership through a range of Cisco IOS software features, including Cisco Catalyst SmartOperations.GeneralDevice TypeSwitch - 24 ports - managedEnclosure TypeRack-mountable 1USubtypeFast EthernetPorts24 x 10/100 + 2 x combo Gigabit SFPPerformanceSwitching capacity: 16 Gbps ¦ Forwarding performance (64-byte packet size): 6.5 MppsCapacityActive VLANs: 64Jumbo Frame Support9018 bytesRemote Management ProtocolSNMP 1, RMON 1, RMON 2, Telnet, SNMP 3, SNMP 2c, CLIAuthentication MethodRADIUS, TACACS+FeaturesFull duplex capability, BOOTP support, ARP support, VLAN support, Syslog support, DiffServ support, IPv6 support, Spanning Tree Protocol (STP) support, Rapid Spanning Tree Protocol (RSTP) support, Multiple Spanning Tree Protocol (MSTP) support, DHCP snooping, Port Aggregation Protocol (PAgP) support, Trivial File Transfer Protocol (TFTP) support, Quality of Service (QoS), Dynamic ARP Inspection (DAI), Cisco EnergyWise technology, Shaped Round Robin (SRR), LLDP support, DHCP relay, Link Aggregation Control Protocol (LACP), MAC Address Notification, Management Information Base (MIB), Class of Service (CoS), DiffServ Code Point (DSCP) supportCompliant StandardsIEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.1ab (LLDP)RAM128 MBFlash Memory64 MBStatus IndicatorsPort status, port transmission speed, port duplex mode, power, system, link/activityExpansion / ConnectivityInterfaces24 x 100Base-TX RJ-45 ¦ 2 x SFP uplink ¦ 2 x 1000Base-T RJ-45 uplinkPowerPower DeviceInternal power supplyVoltage RequiredAC 120/230 V (50/60 Hz)Power Consumption Operational18.6 WattFeaturesRedundant Power System (RPS) connectorMiscellaneousMTBF667,000 hoursCompliant StandardsCISPR 22 Class A, BSMI CNS 13438 Class A, CISPR 24, EN 61000-3-2, EN 61000-3-3, EN55024, EN55022 Class A, AS/NZS 60950-1, ICES-003 Class A, FCC CFR47 Part 15, UL 60950-1 Second Edition, Directive 2004/108/EC, CSA C22.2 No. 60950-1 Second Edition, EN 60950-1 Second Edition, IEC 60950-1 Second Edition, Directive 2006/95/EC, VCCI Class A, KN24, KN22 Class A, EN 300386, RoHS 2011/65/EUSoftware / System RequirementsSoftware IncludedCisco LAN Base softwareDimensions & WeightWidth17.7 inDepth9.5 inHeight1.7 inWeight7.94 lbsEnvironmental ParametersMin Operating Temperature23 °FMax Operating Temperature104 °FHumidity Range Operating10 - 95% (non-condensing)Min Storage Temperature-13 °FMax Storage Temperature158 °FHumidity Range Storage10 - 95% (non-condensing)",3.73E2,USD,0
