offer_id,title,merchant_id,category_id,category_label,cluster_id,cluster_label
o02827,neff w543bxogb 8kg 1400 spin washing machine white,22,2620,Washing Machines,c41878,Neff W543BX0GB
o02828,cda pc88ss freestanding four door fridge freezer stainless steel,312,2622,Fridge Freezers,c44953,CDA PC88SS Stainless Steel
o02829,liebherr cusl2811 160x55cm 253 litre freestanding fridge freezer silver,6,2622,Fridge Freezers,c44291,Liebherr CUsl 2811 Silver
o02830,hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,66,2615,CPUs,c06793,HP AMD Opteron 2427 2.2GHz Socket F 4800MHz bus Upgrade Tray
o02831,liebherr ksl2630 60cm wide freestanding fridge silver,6,2623,Fridges,c46189,Liebherr Ksl 2630 Comfort Stainless Steel
o02832,cda fw253 built under counter fridge,294,2623,Fridges,c46265,CDA FW253 Integrated
o02833,miele g6660scvi 14 place fully integrated dishwasher,6,2619,Dishwashers,c40530,Miele G 6660 SCVi Integrated
o02834,hp intel xeon quad core l5530 2.4ghz fio kit 2.4ghz 8mb l2 processor,14,2615,CPUs,c06767,HP Intel Xeon L5530 2.4GHz Socket 1366 1066MHz bus Upgrade Tray
o02835,panasonic tx24es500b 24inch hd ready led freeview play smart tv wireless lan,147,2614,TVs,c04619,Panasonic Viera TX-24ES500B
o02836,liebherr uig1313 comfort built under freezer,137,2621,Freezers,c43640,Liebherr UIG1313 White
o02837,hoover hwb814dn1 graded washer,179,2620,Washing Machines,c43043,Hoover HWB 814DN1
o02838,samsung s6500 galaxy mini 2 android nfc silver/ yellow,69,2612,Mobile Phones,c00682,Samsung Galaxy mini 2
o02839,grundig 49 vle 6625 bp 49zoll full hd smart tv,119,2614,TVs,c05618,Grundig 49 VLE 6625 BP
o02840,nikon d5 digital slr camera body only,275,2617,Digital Cameras,c39184,Nikon D5
o02841,49 black led full hd smart tv,4,2614,TVs,c04581,Samsung HG49EE690
o02842,panasonic dmc lx100ebs digital camera 4/3 inch mos sensor f1.7 2.8 leica dc vario summilux lens with 24 75mm silver,17,2617,Digital Cameras,c38868,Panasonic Lumix DMC-LX100
o02843,aeg 6000 series l6fbi841n a 8kg 1400 spin washing machine in white,125,2620,Washing Machines,c41992,AEG L6FBI841N
o02844,indesit innex free standing washer dryer in white,31,2620,Washing Machines,c42031,Indesit XWDE 1071681 XW
o02845,beko wtb841r2a 8 kg 1400 spin washing machine anthracite,7,2620,Washing Machines,c42841,Beko WTB841R2
o02846,hk stock doogee mix 6gb 64gb dtouch fingerprint dual back camera,62,2612,Mobile Phones,c01035,Doogee Mix Dual SIM
o02847,bosch hmt84m421b white freestanding microwave oven,132,2618,Microwaves,c39651,Bosch HMT84M421B White
o02848,hisense wfp8014v 8kg 1400rpm washing machine white,132,2620,Washing Machines,c42559,Hisense WFP8014V
o02849,sony ilce7rm2 full frame compact system camera body 42.4 mp bionz x processing 3.0 inch tiltable lcd xga oled tru finder black,3,2617,Digital Cameras,c39016,Sony Alpha 7R II
o02850,neff s511a50x1g full size integrated dishwasher,7,2619,Dishwashers,c40473,Neff S511A50X1G Integrated
o02851,hotpoint wdl520p aquarius washer dryer in white 1200rpm 7kg 5kg,128,2620,Washing Machines,c42053,Hotpoint WDL520P
o02852,linsar 24led4000 black 24inch led hd ready smart tv/dvd combi with dvd wifi and freeview play,125,2614,TVs,c04634,Linsar 24LED4000
o02853,aeg sce8182xts integrated fridge freezer a energy rating 54cm wide white,43,2622,Fridge Freezers,c44557,AEG SCE8182XTS Integrated
o02854,bosch smv68td06g serie 6 h c fully integrated dishwasher in st st 14 p,128,2619,Dishwashers,c40466,Bosch SMV68TD06G Integrated
o02855,daewoo kor6a0rr red 20l freestanding 800w eco standby touch control mi,312,2618,Microwaves,c39957,Daewoo KOR6A0RR Red
o02856,intel pentium g46203.7ghz 3mb,3,2615,CPUs,c06166,Intel Pentium G4620 3.7GHz Tray
o02857,bosch waschvollautomat exclusiv waw28690 eek a,298,2620,Washing Machines,c43132,Bosch WAW28690
o02858,105 2017 black,42,2612,Mobile Phones,c00867,Nokia 105 (2017)
o02859,amd ryzen 7 2700 am4 8 core 16 thread processor with led wraith spire cooler retail,121,2615,CPUs,c05862,AMD Ryzen 7 2700 3.2GHz  Box
o02860,siemens iq 500 free standing fridge freezer frost free in stainless steel effect,31,2622,Fridge Freezers,c44119,Siemens KG36DVI30G Stainless Steel
o02861,bosch kul15a60gb classixx integrated 82cm under counter fridge white,293,2623,Fridges,c46122,Bosch KUL15A60GB Integrated
o02862,beko asp341b american style fridge freezer,338,2622,Fridge Freezers,c45874,Beko ASP341B Black
o02863,sony xperia xa1 ultra 6 4g 4gb 32gb 2700mah white,11,2612,Mobile Phones,c00038,Sony Xperia XA1 Ultra 32GB
o02864,rollei compactline 850 digital camera 20 mpix optical zoom 5 x black,52,2617,Digital Cameras,c39237,Rollei Compactline 850
o02865,117litre fridge ice box class a auto defrost silver,123,2623,Fridges,c46370,Lec R5511S Silver Silver
o02866,indesit iwdc6143 ecotime 6kg wash 5kg dry freestanding washer dryer white,6,2620,Washing Machines,c42789,Indesit IWDC6143
o02867,hotpoint wmxtf842p 8kg 1400rpm freestanding washing machine white,6,2620,Washing Machines,c42155,Hotpoint WMXTF842P
o02868,neff n50 integrated refrigerator in white,31,2623,Fridges,c46157,Neff KI2222S30G Integrated
o02869,aeg l7fee865r 8kg steam washing machine 1600rpm 7000 series white,301,2620,Washing Machines,c42127,AEG L7FEE865R
o02870,hisense rf528n4wc1 american style side by side fridge freezer stainless steel,6,2622,Fridge Freezers,c44300,Hisense RF528N4WC1 Stainless Steel
o02871,cda pc71bl american style side by side fridge freezer with homebar black,15,2622,Fridge Freezers,c44486,CDA PC71BL Black
o02872,bosch waw28560gb 1400rpm 9kg serie 8 activewater washer white,131,2620,Washing Machines,c42200,Bosch WAW28560GB
o02873,amica geschirrsp ler 45cm integrierbar edelstahl egsp14595e,298,2619,Dishwashers,c41634,Amica EGSP 14595 E Stainless Steel
o02874,hewlett packard enterprise intel xeon e7 4820 2ghz 18mb l3 processor,64,2615,CPUs,c07222,HP Intel Xeon E7-4820 2.0GHz Socket 1567 Upgrade Tray
o02875,lg oled77c8lla 77 4k hdr ultra hd smart oled tv dolby vision atmos,128,2614,TVs,c04527,LG OLED77C8LLA
o02876,nikon d610 digital slr camera with 24 85mm lens kit 24.3mp 3.2 inch lcd,3,2617,Digital Cameras,c39056,Nikon D610 + 24-85mm VR
o02877,panasonic tx24es500b 24 inch hd ready smart led tv with freeview play in black,53,2614,TVs,c04619,Panasonic Viera TX-24ES500B
o02878,siemens wk14d541gb built in 7kg washer dryer,292,2620,Washing Machines,c41901,Siemens WK14D541GB
o02879,zanussi zft11105xv undercounter freezer grey,7,2621,Freezers,c43406,Zanussi ZFT11105XV Stainless Steel
o02880,intel xeon 4112 quad core 4 core 2.60 ghz processor,73,2615,CPUs,c06076,Intel Xeon Silver 4112 2.6GHz  Box
o02881,electrolux eug2243aow,338,2621,Freezers,c43974,Electrolux EUG2243AOW White
o02882,bosch serie 6 wvg30462gb 7kg 4kg washer dryer with 1500 rpm white a rated,289,2620,Washing Machines,c41863,Bosch WVG30462GB
o02883,lg electronics 55uk7550 led tv eec a dvb t2 dvb c dvb s uhd smart tv wlan pvr ready ci silver,16,2614,TVs,c04468,LG 55UK7550
o02884,morphy richards touch microwave em823ags 23l 800w solo black,22,2618,Microwaves,c40214,Morphy Richards EM823AGS
o02885,s513m60x2g 60cm integrated dishwasher,124,2619,Dishwashers,c40529,Neff S513M60X2G Integrated
o02886,bosch k hl /gefrier kombination t ren edelstahl mit anti fingerprint kge49bi41,298,2622,Fridge Freezers,c44897,Bosch KGE49BI41 Stainless Steel
o02887,hewlett packard enterprise 590619 b21 2.93ghz 12mb l3 processor,64,2615,CPUs,c07418,HP Intel Xeon DP X5670 2.93GHz Socket 1366 1333MHz bus Upgrade Tray
o02888,blomberg fnt4550 55cm frost free tall freezer,130,2621,Freezers,c43268,Blomberg FNT4550 White
o02889,smeg fab28lp1 fridge freezer,324,2623,Fridges,c47406,Smeg FAB28LP1 Cream
o02890,hotpoint wmaqf641g 1400rpm 6kg aquarius washing machine graphite,131,2620,Washing Machines,c42071,Hotpoint WMAQF641G
o02891,43 lg 43uk6200pla,49,2614,TVs,c04868,LG 43UK6200
o02892,hisense free standing american fridge freezer in black,31,2622,Fridge Freezers,c44607,Hisense RS696N4IB1 Black
o02893,intel pentium g4560 dual core 2 core 3.50 ghz processor,79,2615,CPUs,c06150,Intel Pentium G4560 3.50GHz Tray
o02894,bosch serie 4 uprght larder fridge in white ksv33vw3pg,125,2623,Fridges,c46155,Bosch KSV33VW3PG White
o02895,intel xeon processor e7 4850 v4 40m cache 2.10 ghz 40mb smart cache,45,2615,CPUs,c06159,Intel Xeon E7-4850 v4 2.1GHz  Tray
o02896,beko fsp1651w freestanding tall freezer fsp1651 white,4,2621,Freezers,c43799,Beko FSP1651W White
o02897,bosch einbau k hlger t kis87ad40,300,2622,Fridge Freezers,c44965,Bosch KIS87AD40 Integrated
o02898,hewlett packard enterprise xeon e5540 2.53ghz 8mb l3 box processor,64,2615,CPUs,c07642,HP Intel Xeon DP Quad-core E5540 2.53GHz Socket 1366 1066MHz bus Upgrade Tray
o02899,nokia 130 1.8 inch sim free feature phone grey,17,2612,Mobile Phones,c00639,Nokia 130 Dual SIM
o02900,bosch series 2 hmt75g451b brushed steel freestanding microwave with grill with 17 litres capacity 5 power levels and led display,3,2618,Microwaves,c39648,Bosch HMT75G451B Stainless Steel
o02901,neff h53w50n3gb built in microwave 800w 17litre led stainless steel,131,2618,Microwaves,c39889,Neff H53W50N3 Stainless Steel
o02902,hotpoint fdud44110p,341,2619,Dishwashers,c41814,Hotpoint FDUD4411P White
o02903,40 led tv full hd 1080p super slim design,3,2614,TVs,c05167,Blaupunkt 40/148
o02904,bosch serie 2 kiv32x23gb 54cm wide 50 50 integrated upright fridge freezer white,6,2622,Fridge Freezers,c44064,Bosch KIV32X23GB Integrated
o02905,frost free tall freezer,347,2621,Freezers,c43383,Hisense FV306N4BC1 Stainless Steel
o02906,samsung ue55ku6000k 55 class 6 series led tv smart tv 4k uhd 2160p hdr uhd dimming black,178,2614,TVs,c05627,Samsung UE55KU6000
o02907,canon eos 6d mark ii dslr camera with 24 105mm lens,22,2617,Digital Cameras,c38981,Canon EOS 6D Mark II + 24-105mm IS STM
o02908,hp 518868 l21 2ghz 12mb l3 processor,64,2615,CPUs,c06556,HP AMD Opteron 6128 HE 2GHz Upgrade Tray
o02909,gsn33vw3pg frost free upright freezer with 225l capacity and a energy rating,3,2621,Freezers,c43287,Bosch GSN33VW3PG White
o02910,bosch hmt75g451b 17 litre microwave stainless steel,133,2618,Microwaves,c39648,Bosch HMT75G451B Stainless Steel
o02911,siemens geschirrsp ler 45cm sr614x00ce,300,2619,Dishwashers,c40909,Siemens SR614X00CE Integrated
o02912,miele fns35402i 56cm wide frost free integrated upright in column freezer white,6,2621,Freezers,c43392,Miele FNS 35402 I Integrated
o02913,amica uz1303 100l integrated under counter freezer,15,2621,Freezers,c43496,Amica UZ130.3 Integrated
o02914,motorola moto x,48,2612,Mobile Phones,c01327,Moto X 16GB
o02915,smeg di6fabbl 60cm 50s style built in 13 place dishwasher with flexiduo baskets black,1,2619,Dishwashers,c40635,Smeg DI6FABBL Integrated
o02916,smeg fab28lcs1 fridge freezer,324,2623,Fridges,c47000,Smeg FAB28LCS1 Retro
o02917,65inch hdr 4k uhd led smart tv wifi freeview hd,123,2614,TVs,c04807,LG 65UJ630V
o02918,casio exilim ex n1 5 multiplier x,17,2617,Digital Cameras,c39538,Casio Exilim EX-N1
o02919,doro 6030,21,2612,Mobile Phones,c00048,Doro PhoneEasy 6030
o02920,sim free honor 10 128gb mobile phone blue,22,2612,Mobile Phones,c00037,Huawei Honor 10 128GB Dual SIM
o02921,samsung galaxy s8 sm g950f 14.7 cm 5.8 64 gb 12 mp android 7,18,2612,Mobile Phones,c00006,Samsung Galaxy S8 64GB
o02922,indesit xwc71252w washing machine,294,2620,Washing Machines,c42753,Indesit XWC 71252 W
o02923,liebherr cnbe 4015 cream nofrost fridge freezer,293,2622,Fridge Freezers,c44732,Liebherr CNbe 4015 Comfort NoFrost Beige
o02924,sony xperia xz1 64gb 4gb ram black,24,2612,Mobile Phones,c00031,Sony Xperia XZ1
o02925,bauknecht einbau k hlschrank krie2124,298,2623,Fridges,c46888,Bauknecht KRIE 2124 A+++ Integrated
o02926,motorola rokr e8 mobile phone,48,2612,Mobile Phones,c01698,Motorola ROKR E8
o02927,smeg wdf14c7 white freestanding washer dryer,293,2620,Washing Machines,c42094,Smeg WDF14C7
o02928,hotpoint mwh2421 mb hd line 24l 700w microwave oven black,125,2618,Microwaves,c39871,Hotpoint MWH2421MB Black
o02929,qe65q8fn 65 inch qled ultra hd premium hdr 1500 smart tv,124,2614,TVs,c04488,Samsung QE65Q8FN
o02930,montpellier mab2030k mini retro freestanding under counter fridge freezer black,6,2622,Fridge Freezers,c44372,Montpellier MAB2030K Black
o02931,hotpoint rlaav22p under counter fridge white,22,2623,Fridges,c46208,Hotpoint RLAAV22P White
o02932,bosch kis87af30g fully integrated low frost fridge freezer 1 77m 70 30,128,2622,Fridge Freezers,c44065,Bosch KIS87AF30G Integrated
o02933,nokia lumia 620,48,2612,Mobile Phones,c00438,Nokia Lumia 620
o02934,montpellier mab385c retro frost free fridge freezer,332,2622,Fridge Freezers,c44731,Montpellier MAB385C Cream
o02935,hewlett packard enterprise xeon x5560 2.8ghz 8mb l3 box processor,64,2615,CPUs,c07619,HP Intel Quad-Core Xeon DP X5560 2.80GHz Socket 1366 1333MHz bus Upgrade Tray
o02936,sony cyber shot hx400v digital camera,88,2617,Digital Cameras,c38948,Sony Cyber-shot DSC-HX400
o02937,intel xeon x5272 processor 3.4 ghz 6 mb l2,14,2615,CPUs,c07145,Intel Xeon X5272 3.4GHz Tray
o02938,2. wahl aeg santo sks51240s1 einbaukhlschrank 122cm 2831103 eek a skala a bis d 923 886 004,297,2623,Fridges,c47278,AEG SKS51240S1 Integrated
o02939,smeg cvb20lp1 retro style left hinge freestanding upright freezer cream,6,2621,Freezers,c43340,Smeg CVB20LP1 Cream
o02940,linsar 24led1700 black 24inch led hd ready smart tv with wifi and freeview play,125,2614,TVs,c04588,Linsar 24LED1700
o02941,panasonic nn df 385 mepg nn df385mepg,297,2618,Microwaves,c40148,Panasonic NN-DF385M Silver
o02942,gorenje 60cm frost less fridge freezer rk6192erduk,305,2622,Fridge Freezers,c44865,Gorenje RK6192ERDUK Red
o02943,hp intel xeon l5410 dl180g5 fio kit 2.33ghz 12mb l2 processor,14,2615,CPUs,c06705,HP Intel Xeon L5410 2.33GHz Upgrade Tray
o02944,hoover hbwm814sac built in washer 1400rpm 8kg white/chrome door,131,2620,Washing Machines,c42138,Hoover HBWM 814SAC-80
o02945,gorenje einbau k hlschrank rbi 5122 aw eek a,298,2623,Fridges,c47025,Gorenje RBI5122AW Integrated
o02946,siemens gefrierschrank wei gs58naw30 eek a,298,2621,Freezers,c43965,Siemens GS58NAW30 White
o02947,serie 6 wvg30462gb 7kg 1500 spin washer dryer,124,2620,Washing Machines,c41863,Bosch WVG30462GB
o02948,lenovo phab 2 pro smartphone dual sim 4g lte 64 gb microsdxc slot gsm 6.4 2560 x 1440 pixels ips ram 4 gb 16 mp 8 mp front camera android champagne gold,51,2612,Mobile Phones,c00400,Lenovo Phab 2 Pro Dual SIM
o02949,amd ryzen 5 cpu 2600 3.4 ghz pinnacle ridge sockel am4 boxed 3 9 19 mb box set yd2600bbafbox,36,2615,CPUs,c05867,AMD Ryzen 5 2600 3.4GHz  Box
o02950,1400rpm washing machine 9kg load class a white,123,2620,Washing Machines,c42077,Candy CVS 1492D3/1-80
o02951,bosch serie 6 smv68td06g full size integrated dishwasher stainless steel,7,2619,Dishwashers,c40466,Bosch SMV68TD06G Integrated
o02952,sharp r272km,134,2618,Microwaves,c39691,Sharp R272KM Black
o02953,amd ryzen 7 1700 65 w 8/16core 3.7ghz 4mb cpu black,3,2615,CPUs,c05857,AMD Ryzen 7 1700 3GHz Box
o02954,hoover hed122w 60cm dishwasher white,179,2619,Dishwashers,c41072,Hoover HED122W White
o02955,samsung galaxy j5 2017 black 5.2 16gb 4g unlocked sim free,6,2612,Mobile Phones,c00026,Samsung Galaxy J5 SM-J530
o02956,motorola moto g5 plus 32 gb xt1684 single sim uk sim free smartphone lunar grey,3,2612,Mobile Phones,c00798,Moto G5 Plus
o02957,nokia 6500 slide black sim free,3,2612,Mobile Phones,c01736,Nokia 6500 Slide
o02958,hotpoint wmtf722h top loading washing machine 1200rpm 7kg a rated,128,2620,Washing Machines,c42052,Hotpoint WMTF722H
o02959,doro 8040 black 5 16gb 4g unlocked sim free,5,2612,Mobile Phones,c00045,Doro 8040
o02960,pentax k 5 black body only,276,2617,Digital Cameras,c39578,Pentax K-5
o02961,intel celeron processor g1850 2m cache 2.90 ghz 2.9ghz 2mb l3,45,2615,CPUs,c06115,Intel Celeron G1850 2.90GHz Tray
o02962,beko pro select wx943440w washing machine white,7,2620,Washing Machines,c43086,Beko WX943440W
o02963,lg gb6140pzqv freestanding fridge freezer,15,2622,Fridge Freezers,c44219,LG GB6140PZQV Grey
o02964,alcatel 3x 32gb metallic black,24,2612,Mobile Phones,c00371,Alcatel 3X Dual SIM
o02965,siemens kg36nhi32 fridge freezer frost free stainless steel,130,2622,Fridge Freezers,c44076,Siemens KG36NHI32 Stainless Steel
o02966,blackberry pearl 8110 black mobile phone,48,2612,Mobile Phones,c01692,Blackberry Pearl 8110
o02967,miele m6260 tc microwave clean steel,43,2618,Microwaves,c40396,Miele M 6260 TC Stainless Steel
o02968,hotpoint hfc2b19 13 place energy efficient freestanding dishwasher white,6,2619,Dishwashers,c40758,Hotpoint HFC 2B19 UK White
o02969,neff h12we60s0g 900w 25l built in,313,2618,Microwaves,c39958,Neff H12WE60S0G Black
o02970,smart phone huawei nova smart tim,17,2612,Mobile Phones,c01008,Huawei Nova Smart Dual SIM
o02971,hotpoint hfc2b19uk 13 place setting dishwasher in white,125,2619,Dishwashers,c40758,Hotpoint HFC 2B19 UK White
o02972,samsung galaxy a5,48,2612,Mobile Phones,c01258,Samsung Galaxy A5 SM-A500
o02973,ice king rz203ap2 55cm tall freezer in white,125,2621,Freezers,c43516,Iceking RZ203AP2 White
o02974,blomberg wnf63211 1200 spin 6kg washing machine,294,2620,Washing Machines,c42719,Blomberg WNF63211
o02975,beko wtg720m1w a 7kg 1200 spin washing machine in white,125,2620,Washing Machines,c42410,Beko WTG720M1
o02976,neff 60cm integrated dishwasher s515t80d2g,348,2619,Dishwashers,c40498,Neff S515T80D2G Integrated
o02977,sony xperia xz1 5.2 4g 4gb 64gb 2700mah blue,11,2612,Mobile Phones,c00031,Sony Xperia XZ1
o02978,bosch kgn33nw3ag,134,2622,Fridge Freezers,c44040,Bosch KGN33NW3AG White
o02979,samsung ue82mu7000 82 flat 4k smart led tv hdr 1000 wifi bluetooth,131,2614,TVs,c04806,Samsung UE82MU7000
o02980,1400rpm washing machine 8kg load class a graphite,123,2620,Washing Machines,c42635,Hotpoint NM10 844 GS UK
o02981,smeg fridges and freezers fab28lb1 220 240 v,314,2623,Fridges,c46697,Smeg FAB28LB1 White
o02982,fridgemaster free standing chest freezer in white,31,2621,Freezers,c43578,Fridgemaster MCF306 White
o02983,aeg ffb52600zm a es geschirrsp ler stand 5pr,119,2619,Dishwashers,c41394,AEG FFB52600ZM Stainless Steel
o02984,bosch sms46ii00g dishwasher 60cm 13place 6prog a silver innox,131,2619,Dishwashers,c40499,Bosch SMS46II00G Silver
o02985,bosch stand k hl /gefrier kombination edelstahl mit anti fingerprint kge58bi40,298,2622,Fridge Freezers,c45271,Bosch KGE58BI40 Stainless Steel
o02986,huawei mate 9 64gb dual sim t smartphone grau ausstellungsger t,13,2612,Mobile Phones,c00401,Huawei Mate 9 Dual SIM
o02987,honor 7c black unlocked,3,2612,Mobile Phones,c00361,Huawei Honor 7C Dual SIM
o02988,hotpoint ultima integrated dishwasher in graphite,31,2619,Dishwashers,c40542,Hotpoint LTF 8B019 Integrated
o02989,samsung ue55mu9000txxu 55 inch 4k ultra hd certified curved hdr 1000 dynamic crystal colour smart tv with tvplus,1,2614,TVs,c04550,Samsung UE55MU9000
o02990,bosch smi46mw03e geschirrsp ler integrierbar mit varioschublade 60cm,300,2619,Dishwashers,c40826,Bosch SMI46MW03E White
o02991,miele fn12827s a frost free freezer,331,2621,Freezers,c44027,Miele FFN12827S White
o02992,lec intfz600 99litre integrated freezer in white,132,2621,Freezers,c43491,Lec INTFZ600 Integrated
o02993,sony xperia xa1 32 gb black,7,2612,Mobile Phones,c00033,Sony Xperia XA1
o02994,fujifilm x e2 18 55mm silver compact system camera,276,2617,Digital Cameras,c39489,Fujifilm X-E2 + 18-55mm IS
o02995,built in fully integrated dishwasher,347,2619,Dishwashers,c40569,Siemens SN658D01MG Integrated
o02996,white knight 45cm slim line dishwasher in white dw0945wa,355,2619,Dishwashers,c41301,White Knight DW0945WA White
o02997,hewlett packard enterprise intel xeon e5620 2.4ghz 12mb l3 processor,14,2615,CPUs,c07370,HP Intel Xeon E5620 2.4GHz Socket 1366 2933MHz bus Upgrade Tray
o02998,smeg linea fmi120b built in microwave oven grill white,162,2618,Microwaves,c39976,Smeg FMI120B White
o02999,amd phenom ii x4 940 black edition deneb s am2 3.0ghz 8mb total cache ht 2000mhz 125w retail,121,2615,CPUs,c07679,AMD Phenom II X4 940 3.0GHz Socket AM2+ 3600MHz Box
o03000,nordmende rff313nfsla fridge freezer,294,2622,Fridge Freezers,c45698,Nordmende RFF313NFSLAPlus Silver
o03001,intel xeon platinum 8170m mobile 2.1 ghz 26 core 52 threads 35.75 mb cache lga3647 socket oem,51,2615,CPUs,c06401,Intel Xeon Platinum 8170M 2.1GHz Tray
o03002,apple iphone 7 32gb gold,1,2612,Mobile Phones,c00003,Apple iPhone 7 32GB
o03003,swan silver digital microwave 800w,321,2618,Microwaves,c39897,Swan SM3080N Stainless Steel
o03004,amd ad950xagabbox athlon x4 950 retail quad core cpu processor black,17,2615,CPUs,c05895,AMD Athlon X4 950 3.5GHz  Box
o03005,leica d lux 3 10.0 mp digital camera black refurbished,81,2617,Digital Cameras,c39155,Leica D-Lux
o03006,hewlett packard enterprise bl685c g7 amd opteron 6176 processor kit 2.3ghz 12mb l3 processor,64,2615,CPUs,c07236,HP AMD Opteron 6176 2.3GHz Socket G34 6400MHz bus Upgrade Tray
o03007,canon eos 1d x mark ii,3,2617,Digital Cameras,c39006,Canon EOS-1D X Mark II
o03008,intel bx80532ke3066e processor 3.06 ghz 1 mb l2,64,2615,CPUs,c07913,Intel Xeon 3.0GHz Socket 604 533MHz Box
o03009,hewlett packard enterprise intel xeon e5540 2.53ghz 8mb l3 processor,64,2615,CPUs,c07631,HP Intel Xeon DP Quad-core E5540 2.53GHz Socket 1366 1066MHz bus Upgrade Tray
o03010,hp intel xeon quad core e7340 2.40ghz fio kit 2.4ghz 8mb l2 processor,14,2615,CPUs,c06857,HP Intel Quad-Core Xeon E7340 2.4GHz Socket 771 1066MHz bus Upgrade Tray
o03011,hewlett packard enterprise amd opteron 2423he 2ghz 6mb l3 box processor,64,2615,CPUs,c07571,HP AMD Opteron 2423HE 2.0GHz Socket F 4800MHz bus Upgrade Tray
o03012,intel 3050 processor 2.13 ghz box 2 mb l2,66,2615,CPUs,c06875,Intel Xeon 3050 2.13GHz Socket 775 1066MHz Box
o03013,samsung rr39m7340bc 60cm wide freestanding fridge empire black,15,2623,Fridges,c46133,Samsung RR39M7340BC Black
o03014,samsung qe65q9fn 65 qled 4k ultra hd tv,129,2614,TVs,c04449,Samsung QE65Q9F
o03015,amica bk2963fa fridge freezer integrated 50/50 frost free a energy,295,2622,Fridge Freezers,c44479,Amica BK296.3FA Integrated
o03016,siemens ki86vvf30g 60 40 fixed hinge integrated fridge freezer,6,2622,Fridge Freezers,c44199,Siemens KI86VVF30G Integrated
o03017,bosch k hl /gefrier kombination t ren edelstahl kgf39sm45,298,2622,Fridge Freezers,c44871,Bosch KGF39SM45 Stainless Steel
o03018,samsung ue65nu8000 65 ultra hd certified hdr 1000 smart 4k tv,32,2614,TVs,c04426,Samsung UE65NU8000
o03019,lec cf250lw chest freezer,129,2621,Freezers,c43564,Lec CF250LW White
o03020,bosch ksv29nw3pg 60cm serie 2 freestanding larder fridge white,301,2623,Fridges,c46143,Bosch KSV29NW3PG White
o03021,huawei p20 lite pink 5.8 64gb 4g unlocked sim free,15,2612,Mobile Phones,c00091,Huawei P20 Lite Dual SIM
o03022,hoover hed122w white 12 place 60cm dishwasher,137,2619,Dishwashers,c41072,Hoover HED122W White
o03023,loewe bild 7.55,138,2614,TVs,c04731,Loewe Bild 7 55
o03024,panasonic nnct54jwbpq/nnct54jwbpq,98,2618,Microwaves,c39751,Panasonic NN-CT54JWBPQ White
o03025,microsoft 230 dual sim 2.8 91.8g mobile phones dual sim minisim alarm clock calculator calendar a2dp hfp hsp opp pbap edge gprs gsm micro usb,3,2612,Mobile Phones,c00419,Nokia 230 Dual SIM
o03026,260litre retro fridge ice box class a cream,123,2623,Fridges,c46196,Gorenje ORB153C Cream
o03027,amd a10 7800 3.5 ghz 4 cores 4 mb cache socket fm2 oem,51,2615,CPUs,c06363,AMD A10-Series 7800 Radeon R 3.5GHz Tray
o03028,lec tf50152w frost free fridge freezer,132,2622,Fridge Freezers,c44042,Lec TF50152W White
o03029,blomberg knm4561i built in fridge freezer,292,2622,Fridge Freezers,c44075,Blomberg KNM4561I
o03030,siemens einbau k hlautomat flachscharnier technik softeinzug mit t rd mpfung ki21rad30 eek a,298,2623,Fridges,c46963,Siemens KI21RAD30 Integrated
o03031,indesit ib5050a1d 50 50 sliding rail integrated fridge freezer,15,2622,Fridge Freezers,c44302,Indesit IB5050A1D Integrated
o03032,intel core cpu i7 7700k sockel 1151 8m up to 4.20 ghz fc lga14c box bx80677i77700k,36,2615,CPUs,c05855,Intel Core i7-7700K 4.2GHz  Box
o03033,bosch kgn39xw36g 70/30 fridge freezer white,7,2622,Fridge Freezers,c44078,Bosch KGN39XW36G White
o03034,hewlett packard enterprise 610859 b21 2.93ghz 12mb l3 processor,66,2615,CPUs,c06750,HP Intel Xeon X5670 2.93GHz Socket 1366 3200MHz bus Upgrade Tray
o03035,amd bulldozer fx 6 6350 black edition 6 core 3.9ghz socket am3 14mb l3 cache orochi core retail boxed inc fan heatsink processor,121,2615,CPUs,c06503,AMD FX-6350 3.9GHz  Box
o03036,canon ixus 190 schwarz,41,2617,Digital Cameras,c39026,Canon IXUS 190
o03037,grade b apple iphone 8 64gb gold handset only,6,2612,Mobile Phones,c00004,Apple iPhone 8 64GB
o03038,lg gbb60pzpfs fridge freezer stainless steel,22,2622,Fridge Freezers,c45439,LG GBB60PZPFS Stainless Steel
o03039,lg 55uk7550pla 55 uhd led 4k hdr smart webos freeview play freesat a rated,133,2614,TVs,c04468,LG 55UK7550
o03040,siemens einbau k hlautomat ki72lad40 eek a,298,2623,Fridges,c46932,Siemens KI72LAD40 Integrated
o03041,intel core i7 3770k 3.4ghz 77w quad core socket 1155 ivy bridge 8mb cache retail boxed processor with fan and heatsink retail 3yr warr,121,2615,CPUs,c07059,Intel Core i7 3770K 3.5Ghz Box
o03042,hotpoint fza36p 60cm wide frost free freestanding upright under counter freezer polar white,6,2621,Freezers,c43276,Hotpoint FZA36P Integrated
o03043,sony kd55af8bu 55 4k ultra hd hdr smart android oled tv,32,2614,TVs,c04428,Sony Bravia KD-55AF8
